row_id,player_name,college,country,draft_number,draft_round,draft_year
7411,Khris Middleton,Texas A&M,USA,39,2,2012
10501,Khyri Thomas,Creighton,USA,38,2,2018
7410,Kim English,Missouri,USA,44,2,2012
2278,Kirk Haston,Indiana,USA,16,1,2001
3130,Kirk Hinrich,Kansas,USA,7,1,2003
3129,Kirk Penney,Wisconsin,USA,Undrafted,Undrafted,Undrafted
3571,Kirk Snyder,Nevada,USA,16,1,2004
537,Kiwane Garris,Illinois,USA,Undrafted,Undrafted,Undrafted
7031,Klay Thompson,Washington State,USA,11,1,2011
342,Kobe Bryant,None,USA,13,1,1996
10093,Kobi Simmons,Arizona,USA,Undrafted,Undrafted,Undrafted
1099,Korleone Young,None,USA,40,2,1998
1100,Kornel David,None,USA,Undrafted,Undrafted,Undrafted
5419,Kosta Koufos,Ohio State,USA,23,1,2008
5214,Kosta Perovic,None,USA,38,2,2006
10505,Kostas Antetokounmpo,University of Dayton,Greece,60,2,2018
8327,Kostas Papanikolaou,None,Greece,48,2,2012
9170,Kris Dunn,Providence,USA,5,1,2016
3569,Kris Humphries,Minnesota,USA,14,1,2004
7412,Kris Joseph,Syracuse,USA,51,2,2012
8719,Kristaps Porzingis,None,Latvia,4,1,2015
343,Kurt Thomas,Texas Christian,USA,10,1,1995
2302,Kwame Brown,None,USA,1,1,2001
11029,Ky Bowman,None,USA,Undrafted,Undrafted,Undrafted
8308,Kyle Anderson,UCLA,USA,30,1,2014
10092,Kyle Collinsworth,Brigham Young,USA,Undrafted,Undrafted,Undrafted
11032,Kyle Guy,Virginia,USA,55,2,2019
3125,Kyle Korver,Creighton,USA,51,2,2003
10087,Kyle Kuzma,Utah,USA,27,1,2017
4804,Kyle Lowry,Villanova,USA,24,1,2006
7399,Kyle O'Quinn,Norfolk State,USA,49,2,2012
7398,Kyle Singler,Duke,USA,33,2,2011
5425,Kyle Weaver,Washington State,USA,38,2,2008
9162,Kyle Wiltjer,Gonzaga,Canada,Undrafted,Undrafted,Undrafted
6979,Kyrie Irving,Duke,Australia,1,1,2011
5208,Kyrylo Fesenko,None,Ukraine,38,2,2007
4803,LaMarcus Aldridge,Texas,USA,2,1,2006
344,LaPhonso Ellis,Notre Dame,USA,5,1,1992
345,LaSalle Thompson,Texas,USA,5,1,1982
1653,Lamar Odom,Rhode Island,USA,4,1,1999
8634,Lamar Patterson,Pittsburgh,USA,48,2,2014
346,Lamond Murray,California,USA,7,1,1994
5205,Lance Allred,Weber State,USA,Undrafted,Undrafted,Undrafted
6239,Lance Stephenson,Cincinnati,USA,40,2,2010
6984,Lance Thomas,Duke,USA,Undrafted,Undrafted,Undrafted
6233,Landry Fields,Stanford,USA,39,2,2010
10516,Landry Shamet,Wichita State,USA,26,1,2018
8318,Langston Galloway,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted
1655,Lari Ketner,Massachusetts,USA,49,2,1999
1656,Laron Profit,Maryland,USA,38,2,1999
8319,Larry Drew II,UCLA,USA,Undrafted,Undrafted,Undrafted
1104,Larry Hughes,Saint Louis,USA,8,1,1998
347,Larry Johnson,Nevada-Las Vegas,USA,1,1,1991
348,Larry Krystkowiak,Montana,USA,28,2,1986
8638,Larry Nance Jr.,Wyoming,USA,27,1,2015
6241,Larry Owens,Oral Roberts,USA,Undrafted,Undrafted,Undrafted
531,Larry Robinson,Centenary (LA),USA,Undrafted,Undrafted,Undrafted
6242,Larry Sanders,Virginia Commonwealth,USA,15,1,2010
349,Larry Stewart,Coppin State,USA,Undrafted,Undrafted,Undrafted
350,Latrell Sprewell,Alabama,USA,24,1,1992
10029,Lauri Markkanen,Arizona,Finland,7,1,2017
2067,Lavor Postell,St. John's (NY),USA,39,2,2000
6989,Lavoy Allen,Temple,USA,50,2,2011
529,Lawrence Funderburke,Ohio State,USA,51,2,1994
351,Lawrence Moten,Syracuse,USA,36,2,1995
4076,Lawrence Roberts,Mississippi State,USA,55,2,2005
6248,Lazar Hayward,Marquette,USA,30,1,2010
1661,Lazaro Borrell,None,USA,Undrafted,Undrafted,Undrafted
3120,LeBron James,None,USA,1,1,2003
3131,Leandro Barbosa,None,Brazil,28,1,2003
527,Ledell Eackles,New Orleans,USA,36,2,1988
352,Lee Mayberry,Arkansas,USA,23,1,1992
2065,Lee Nailon,Texas Christian,USA,43,2,1999
4780,Leon Powe,California,USA,49,2,2006
2304,Leon Smith,None,USA,29,1,1999
6130,Lester Hudson,Tennessee-Martin,USA,58,2,2009
4072,Linas Kleiza,Missouri,Lithuania,27,1,2005
353,Lindsey Hunter,Jackson State,USA,10,1,1993
3171,Linton Johnson,Tulane,USA,Undrafted,Undrafted,Undrafted
3612,Lionel Chalmers,Xavier,USA,33,2,2004
354,Lionel Simmons,La Salle,USA,7,1,1990
355,Litterial Green,Georgia,USA,39,2,1992
356,Lloyd Daniels,Mt. San Antonio,USA,Undrafted,Undrafted,Undrafted
10027,London Perrantes,Virginia,USA,Undrafted,Undrafted,Undrafted
10554,Lonnie Walker IV,Miami,USA,18,1,2018
2968,Lonny Baxter,Maryland,USA,43,2,2002
10026,Lonzo Ball,UCLA,USA,2,1,2017
372,Loren Meyer,Iowa State,USA,24,1,1995
2290,Loren Woods,Arizona,USA,45,2,2001
386,Lorenzen Wright,Memphis,USA,7,1,1996
7956,Lorenzo Brown,North Carolina State,USA,52,2,2013
412,Lorenzo Williams,Stetson,USA,Undrafted,Undrafted,Undrafted
4785,Lou Amundson,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted
388,Lou Roe,Massachusetts,USA,30,2,1995
4066,Lou Williams,None,USA,45,2,2005
11047,Louis King,None,USA,Undrafted,Undrafted,Undrafted
418,Loy Vaught,Michigan,USA,13,1,1990
419,Luc Longley,New Mexico,USA,7,1,1991
5602,Luc Mbah a Moute,UCLA,Cameroon,37,2,2008
8538,Lucas Nogueira,None,Brazil,16,1,2013
420,Lucious Harris,Long Beach State,USA,28,2,1993
11079,Luguentz Dort,None,Canada,Undrafted,Undrafted,Undrafted
3607,Luis Flores,Manhattan,USA,55,2,2004
8647,Luis Montero,Westchester CC NY,Dominican Republic,Undrafted,Undrafted,Undrafted
5194,Luis Scola,None,Argentina,55,2,2002
10592,Luka Doncic,None,Slovenia,3,1,2018
11081,Luka Samanic,None,Croatia,19,1,2019
6296,Luke Babbitt,Nevada,USA,16,1,2010
6297,Luke Harangody,Notre Dame,USA,52,2,2010
3606,Luke Jackson,Oregon,USA,10,1,2004
10019,Luke Kennard,Duke,USA,12,1,2017
10018,Luke Kornet,Vanderbilt,USA,Undrafted,Undrafted,Undrafted
3166,Luke Ridnour,Oregon,USA,14,1,2003
4063,Luke Schenscher,Georgia Tech,USA,Undrafted,Undrafted,Undrafted
3165,Luke Walton,Arizona,USA,32,2,2003
7417,Luke Zeller,Notre Dame,USA,Undrafted,Undrafted,Undrafted
3603,Luol Deng,Duke,United Kingdom,7,1,2004
4060,Luther Head,Illinois,USA,24,1,2005
4793,Lynn Greer,Temple,USA,Undrafted,Undrafted,Undrafted
7316,Maalik Wayns,Villanova,USA,Undrafted,Undrafted,Undrafted
2972,Maceo Baston,Michigan,USA,58,2,1998
3164,Maciej Lampe,None,Poland,30,2,2003
421,Mahmoud Abdul-Rauf,Louisiana State,USA,3,1,1990
9212,Malachi Richardson,Syracuse,USA,22,1,2016
9226,Malcolm Brogdon,Virginia,USA,36,2,2016
9211,Malcolm Delaney,Virginia Tech,USA,Undrafted,Undrafted,Undrafted
6916,Malcolm Lee,UCLA,USA,43,2,2011
10034,Malcolm Miller,Holy Cross,USA,Undrafted,Undrafted,Undrafted
7132,Malcolm Thomas,San Diego State,USA,Undrafted,Undrafted,Undrafted
2287,Malik Allen,Villanova,USA,Undrafted,Undrafted,Undrafted
9209,Malik Beasley,Florida State,USA,19,1,2016
5779,Malik Hairston,Oregon,USA,48,2,2008
10036,Malik Monk,Kentucky,USA,11,1,2017
11120,Malik Newman,Kansas,USA,Undrafted,Undrafted,Undrafted
422,Malik Rose,Drexel,USA,44,2,1996
423,Malik Sealy,St. John's (NY),USA,14,1,1992
2089,Mamadou N'diaye,Auburn,Senegal,26,1,2000
10055,Mangok Mathiang,Louisville,Australia,Undrafted,Undrafted,Undrafted
6303,Manny Harris,Michigan,USA,Undrafted,Undrafted,Undrafted
2976,Manu Ginobili,None,Argentina,57,2,1999
7102,MarShon Brooks,Providence,USA,25,1,2011
5783,Marc Gasol,None,Spain,48,2,2007
2002,Marc Jackson,Temple,USA,37,2,1997
8653,Marcelo Huertas,None,Brazil,Undrafted,Undrafted,Undrafted
5126,Marcin Gortat,None,Poland,57,2,2005
5125,Marco Belinelli,None,Italy,18,1,2007
3158,Marcus Banks,Nevada-Las Vegas,USA,13,1,2003
428,Marcus Brown,Murray State,USA,46,2,1996
424,Marcus Camby,Massachusetts,USA,2,1,1996
6287,Marcus Cousin,Houston,USA,Undrafted,Undrafted,Undrafted
10605,Marcus Derrickson,None,USA,Undrafted,Undrafted,Undrafted
2000,Marcus Fizer,Iowa State,USA,4,1,2000
9202,Marcus Georges-Hunt,Georgia Tech,USA,Undrafted,Undrafted,Undrafted
2980,Marcus Haislip,Tennessee,USA,13,1,2002
6204,Marcus Landry,Wisconsin,USA,Undrafted,Undrafted,Undrafted
7110,Marcus Morris,Kansas,USA,14,1,2011
10049,Marcus Morris Sr.,Kansas,USA,14,1,2011
10048,Marcus Paige,North Carolina,USA,55,2,2016
8550,Marcus Smart,Oklahoma State,USA,6,1,2014
6206,Marcus Thornton,Louisiana State,USA,43,2,2009
4830,Marcus Vinicius,None,USA,43,2,2006
4831,Marcus Williams,Connecticut,USA,22,1,2006
4857,Mardy Collins,Temple,USA,29,1,2006
11125,Marial Shayok,Iowa State,Canada,54,2,2019
458,Mario Bennett,Arizona State,USA,27,1,1995
5765,Mario Chalmers,Kansas,USA,34,2,2008
425,Mario Elie,American International,USA,160,7,1985
8601,Mario Hezonja,None,Croatia,5,1,2015
3534,Mario Kasun,None,Croatia,40,2,2002
5118,Mario West,Georgia Tech,USA,Undrafted,Undrafted,Undrafted
1121,Mark Baker,Ohio State,USA,Undrafted,Undrafted,Undrafted
1998,Mark Blount,Pittsburgh,USA,54,2,1997
426,Mark Bradtke,None,USA,Undrafted,Undrafted,Undrafted
427,Mark Bryant,Seton Hall,USA,21,1,1988
440,Mark Davis,Texas Tech,USA,48,2,1995
429,Mark Hendrickson,Washington State,USA,31,2,1996
430,Mark Jackson,St. John's (NY),USA,18,1,1987
3532,Mark Jones,Central Florida,USA,82,4,2004
1062,Mark Macon,Temple,USA,8,1,1991
1995,Mark Madsen,Stanford,USA,29,1,2000
464,Mark Pope,Kentucky,USA,52,2,1996
431,Mark Price,Georgia Tech,USA,25,2,1986
432,Mark Strickland,Temple,USA,Undrafted,Undrafted,Undrafted
434,Mark West,Old Dominion,USA,30,2,1983
8553,Markel Brown,Oklahoma State,USA,44,2,2014
10044,Markelle Fultz,Washington,USA,1,1,2017
7127,Markieff Morris,Kansas,USA,13,1,2011
11129,Marko Guduric,None,Serbia,Undrafted,Undrafted,Undrafted
3014,Marko Jaric,None,Serbia,30,2,2000
442,Marko Milic,None,Slovenia,33,2,1997
1067,Marlon Garnett,Santa Clara,USA,Undrafted,Undrafted,Undrafted
11130,Marques Bolden,None,USA,Undrafted,Undrafted,Undrafted
9196,Marquese Chriss,Washington,USA,8,1,2016
3149,Marquis Daniels,Auburn,USA,Undrafted,Undrafted,Undrafted
7203,Marquis Teague,Kentucky,USA,29,1,2012
5759,Marreese Speights,Florida,USA,16,1,2008
9297,Marshall Plumlee,Duke,USA,Undrafted,Undrafted,Undrafted
3987,Martell Webster,None,USA,6,1,2005
435,Martin Lewis,Seward County Community College,USA,50,2,1995
436,Martin Muursepp,None,USA,25,1,1996
437,Marty Conlon,Providence,USA,Undrafted,Undrafted,Undrafted
3986,Martynas Andriuskevicius,None,Lithuania,44,2,2005
10612,Marvin Bagley III,Duke,USA,2,1,2018
3985,Marvin Williams,North Carolina,USA,2,1,2005
8027,Mason Plumlee,Duke,USA,22,1,2013
1992,Mateen Cleaves,Michigan State,USA,14,1,2000
11135,Matisse Thybulle,Washington,USA,20,1,2019
3119,Matt Barnes,UCLA,USA,45,2,2002
3525,Matt Bonner,Florida,USA,45,2,2003
438,Matt Bullard,Iowa,USA,Undrafted,Undrafted,Undrafted
3145,Matt Carroll,Notre Dame,USA,Undrafted,Undrafted,Undrafted
9987,Matt Costello,Michigan State,USA,Undrafted,Undrafted,Undrafted
439,Matt Fish,North Carolina-Wilmington,USA,50,2,1992
3523,Matt Freije,Vanderbilt,USA,53,2,2004
433,Matt Geiger,Georgia Tech,USA,42,2,1992
1071,Matt Harpring,Georgia Tech,USA,15,1,1998
416,Matt Maloney,Pennsylvania,USA,Undrafted,Undrafted,Undrafted
11136,Matt Mooney,Texas Tech,USA,Undrafted,Undrafted,Undrafted
417,Matt Steigenga,Michigan State,USA,52,2,1992
11144,Matt Thomas,Iowa State,USA,Undrafted,Undrafted,Undrafted
3980,Matt Walsh,Florida,USA,Undrafted,Undrafted,Undrafted
9924,Matt Williams Jr.,Central Florida,USA,Undrafted,Undrafted,Undrafted
8005,Matthew Dellavedova,Saint Mary's (CA),Australia,Undrafted,Undrafted,Undrafted
4873,Maurice Ager,Michigan State,USA,28,1,2006
3521,Maurice Baker,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
3093,Maurice Carter,Louisiana State,USA,Undrafted,Undrafted,Undrafted
2215,Maurice Evans,Texas,USA,Undrafted,Undrafted,Undrafted
7216,Maurice Harkless,St. John's (NY),USA,15,1,2012
9393,Maurice Ndour,Ohio U.,Senegal,Undrafted,Undrafted,Undrafted
448,Maurice Taylor,Michigan,USA,14,1,1997
11139,Max Strus,None,USA,Undrafted,Undrafted,Undrafted
9810,Maxi Kleber,None,Germany,Undrafted,Undrafted,Undrafted
3047,Mehmet Okur,None,Turkey,37,2,2001
414,Melvin Booker,Missouri,USA,Undrafted,Undrafted,Undrafted
3048,Melvin Ely,Fresno State,USA,12,1,2002
10618,Melvin Frazier Jr.,Tulane,USA,35,2,2018
3975,Melvin Sanders,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
2214,Mengke Bateer,None,China,Undrafted,Undrafted,Undrafted
1741,Metta World Peace,St. John's (NY),USA,16,1,1999
7217,Meyers Leonard,Illinois,USA,11,1,2012
11113,Mfiondu Kabengele,Florida State,Canada,27,1,2019
5652,Michael Beasley,Kansas State,USA,2,1,2008
2213,Michael Bradley,Villanova,USA,17,1,2001
400,Michael Cage,San Diego State,USA,14,1,1984
8007,Michael Carter-Williams,Syracuse,USA,11,1,2013
389,Michael Curry,Georgia Southern,USA,Undrafted,Undrafted,Undrafted
1076,Michael Dickerson,Arizona,USA,14,1,1998
1090,Michael Doleac,Utah,USA,12,1,1998
390,Michael Finley,Wisconsin,USA,21,1,1995
11111,Michael Frazier,Florida,USA,Undrafted,Undrafted,Undrafted
9388,Michael Gbinije,Syracuse,USA,49,2,2016
391,Michael Hawkins,Xavier,USA,Undrafted,Undrafted,Undrafted
392,Michael Jordan,North Carolina,USA,3,1,1984
7232,Michael Kidd-Gilchrist,Kentucky,USA,2,1,2012
491,Michael McDonald,New Orleans,USA,55,2,1995
1079,Michael Olowokandi,Pacific,Nigeria,1,1,1998
11082,Michael Porter Jr.,Missouri,USA,14,1,2018
2005,Michael Redd,Ohio State,USA,43,2,2000
1749,Michael Ruffin,Tulsa,USA,32,2,1999
393,Michael Smith,Providence,USA,35,2,1994
489,Michael Stewart,California,USA,Undrafted,Undrafted,Undrafted
3067,Michael Sweetney,Georgetown,USA,9,1,2003
488,Micheal Williams,Baylor,USA,48,2,1988
4879,Mickael Gelabale,None,USA,48,2,2005
3075,Mickael Pietrus,None,France,11,1,2003
6828,Mickell Gladness,Alabama A&M,USA,Undrafted,Undrafted,Undrafted
10587,Mikal Bridges,Villanova,USA,10,1,2018
3065,Mike Batiste,Arizona State,USA,Undrafted,Undrafted,Undrafted
1083,Mike Bibby,Arizona,USA,2,1,1998
394,Mike Brown,George Washington,USA,69,3,1985
5153,Mike Conley,Ohio State,USA,4,1,2007
3059,Mike Dunleavy,Duke,USA,3,1,2002
4859,Mike Hall,George Washington,USA,Undrafted,Undrafted,Undrafted
5151,Mike Harris,Rice,USA,Undrafted,Undrafted,Undrafted
2203,Mike James,Duquesne,USA,Undrafted,Undrafted,Undrafted
2029,Mike Miller,Florida,USA,5,1,2000
7992,Mike Muscala,Bucknell,USA,44,2,2013
2028,Mike Penberthy,Master's,USA,Undrafted,Undrafted,Undrafted
7226,Mike Scott,Virginia,USA,43,2,2012
2027,Mike Smith,Louisiana-Monroe,USA,35,2,2000
5642,Mike Taylor,Iowa State,USA,55,2,2008
9382,Mike Tobey,Virginia,USA,Undrafted,Undrafted,Undrafted
3056,Mike Wilks,Rice,USA,Undrafted,Undrafted,Undrafted
1084,Mikki Moore,Nebraska,USA,Undrafted,Undrafted,Undrafted
4837,Mile Ilic,None,USA,43,2,2005
10561,Miles Bridges,Michigan State,USA,12,1,2018
7224,Miles Plumlee,Duke,USA,26,1,2012
1085,Miles Simon,Arizona,USA,42,2,1998
9800,Milos Teodosic,None,Serbia,Undrafted,Undrafted,Undrafted
1754,Milt Palacio,Colorado State,Belize,Undrafted,Undrafted,Undrafted
9799,Milton Doyle,Loyola (IL),USA,Undrafted,Undrafted,Undrafted
9379,Mindaugas Kuzminskas,None,Lithuania,Undrafted,Undrafted,Undrafted
8018,Miroslav Raduljica,None,Serbia,Undrafted,Undrafted,Undrafted
1730,Mirsad Turkcan,None,USA,18,1,1998
7223,Mirza Teletovic,None,Bosnia,Undrafted,Undrafted,Undrafted
8533,Mitch McGary,Michigan,USA,21,1,2014
395,Mitch Richmond,Kansas State,USA,5,1,1988
396,Mitchell Butler,UCLA,USA,Undrafted,Undrafted,Undrafted
10564,Mitchell Creek,None,Australia,Undrafted,Undrafted,Undrafted
10565,Mitchell Robinson,None,USA,36,2,2018
11089,Miye Oni,Yale,USA,58,2,2019
10566,Mo Bamba,University of Texas at Austin,USA,6,1,2018
3087,Mo Williams,Alabama,USA,47,2,2003
4013,Monta Ellis,None,USA,40,2,2005
9796,Monte Morris,Iowa State,USA,51,2,2017
8642,Montrezl Harrell,Louisville,USA,32,2,2015
397,Monty Williams,Notre Dame,USA,24,1,1994
398,Moochie Norris,West Florida,USA,33,2,1996
399,Mookie Blaylock,Oklahoma,USA,12,1,1989
10569,Moritz Wagner,Michigan,Germany,25,1,2018
5144,Morris Almond,Rice,USA,25,1,2007
2032,Morris Peterson,Michigan State,USA,21,1,2000
11094,Moses Brown,None,USA,Undrafted,Undrafted,Undrafted
4841,Mouhamed Sene,None,Senegal,10,1,2006
401,Muggsy Bogues,Wake Forest,USA,12,1,1987
6636,Mustafa Shakur,Arizona,USA,Undrafted,Undrafted,Undrafted
11096,Mychal Mulder,Kentucky,Canada,Undrafted,Undrafted,Undrafted
6827,Mychel Thompson,Pepperdine,USA,Undrafted,Undrafted,Undrafted
9794,Myke Henry,None,USA,Undrafted,Undrafted,Undrafted
8657,Myles Turner,Texas,USA,11,1,2015
7220,Nando De Colo,None,France,53,2,2009
11097,Nassir Little,North Carolina,USA,25,1,2019
413,Nate Driggers,Montevallo,USA,Undrafted,Undrafted,Undrafted
3016,Nate Huffman,Central Michigan,USA,Undrafted,Undrafted,Undrafted
402,Nate McMillan,North Carolina State,USA,30,2,1986
4010,Nate Robinson,Washington,USA,21,1,2005
8021,Nate Wolters,South Dakota State,USA,38,2,2013
5672,Nathan Jawai,Midland,Australia,41,2,2008
9824,Naz Mitrou-Long,Iowa State,Canada,Undrafted,Undrafted,Undrafted
11099,Naz Reid,None,USA,Undrafted,Undrafted,Undrafted
1124,Nazr Mohammed,Kentucky,USA,29,1,1998
3115,Ndudi Ebi,None,USA,26,1,2003
1125,Negele Knight,Dayton,USA,31,2,1990
8690,Nemanja Bjelica,None,Serbia,35,2,2010
7876,Nemanja Nedovic,None,Serbia,30,1,2013
3551,Nenad Krstic,None,Serbia and Montenegro,24,1,2002
3018,Nene,None,Brazil,7,1,2002
8582,Nerlens Noel,Kentucky,USA,6,1,2013
403,Nick Anderson,Illinois,USA,11,1,1989
7736,Nick Calathes,Florida,USA,45,2,2009
3549,Nick Collison,Kansas,USA,12,1,2003
5136,Nick Fazekas,Nevada,USA,34,2,2007
8585,Nick Johnson,Arizona,USA,42,2,2014
404,Nick Van Exel,Cincinnati,USA,37,2,1993
5135,Nick Young,Southern California,USA,16,1,2007
11102,Nickeil Alexander-Walker,Virginia Tech,Canada,17,1,2019
5666,Nicolas Batum,None,France,25,1,2008
9368,Nicolas Brussino,None,Argentina,Undrafted,Undrafted,Undrafted
11104,Nicolas Claxton,Georgia,USA,31,2,2019
9367,Nicolas Laprovittola,None,Argentina,Undrafted,Undrafted,Undrafted
11105,Nicolo Melli,None,Italy,Undrafted,Undrafted,Undrafted
9827,Nigel Hayes,Wisconsin,USA,Undrafted,Undrafted,Undrafted
11106,Nigel Williams-Goss,Gonzaga,USA,55,2,2017
8588,Nik Stauskas,Michigan,Canada,8,1,2014
8697,Nikola Jokic,None,Serbia,41,2,2014
8589,Nikola Mirotic,None,Montenegro,23,1,2011
6628,Nikola Pekovic,None,Montenegro,31,2,2008
6802,Nikola Vucevic,Southern California,Montenegro,16,1,2011
3020,Nikoloz Tskitishvili,None,Georgia,5,1,2002
8592,Noah Vonleh,Indiana,USA,9,1,2014
4003,Noel Felix,Fresno State,USA,Undrafted,Undrafted,Undrafted
6803,Nolan Smith,Duke,USA,21,1,2011
8703,Norman Powell,UCLA,USA,46,2,2015
2243,Norman Richardson,Hofstra,USA,Undrafted,Undrafted,Undrafted
6804,Norris Cole,Cleveland State,USA,28,1,2011
11143,Norvel Pelle,None,USA,Undrafted,Undrafted,Undrafted
5665,O.J. Mayo,Southern California,USA,3,1,2008
9820,OG Anunoby,Indiana,United Kingdom,23,1,2017
1709,Obinna Ekezie,Maryland,Nigeria,37,2,1999
7675,Ognjen Kuzmic,None,Bosnia,52,2,2012
9421,Okaro White,Florida State,USA,Undrafted,Undrafted,Undrafted
405,Olden Polynice,Virginia,USA,8,1,1987
5134,Oleksiy Pecherov,None,Ukraine,18,1,2006
6199,Oliver Lafayette,Houston,USA,Undrafted,Undrafted,Undrafted
406,Oliver Miller,Arkansas,USA,22,1,1992
2013,Olumide Oyedeji,None,Nigeria,42,2,2000
3109,Omar Cook,St. John's (NY),USA,31,2,2001
9818,Omari Johnson,Oregon State,Jamaica,Undrafted,Undrafted,Undrafted
10585,Omari Spellman,Villanova,USA,30,1,2018
6626,Omer Asik,None,Turkey,36,2,2008
6190,Omri Casspi,None,Israel,23,1,2009
4002,Orien Greene,Louisiana-Lafayette,USA,53,2,2005
7166,Orlando Johnson,California-Santa Barbara,USA,36,2,2012
2240,Oscar Torres,Venezuela,Venezuela,Undrafted,Undrafted,Undrafted
10921,Oshae Brissett,None,Canada,Undrafted,Undrafted,Undrafted
407,Othella Harrington,Georgetown,USA,30,2,1996
5663,Othello Hunter,Ohio State,USA,Undrafted,Undrafted,Undrafted
6192,Othyus Jeffers,Robert Morris (IL),USA,Undrafted,Undrafted,Undrafted
408,Otis Thorpe,Providence,USA,9,1,1984
7670,Otto Porter Jr.,Georgetown,USA,3,1,2013
409,P.J. Brown,Louisiana Tech,USA,29,2,1992
9813,P.J. Tucker,Texas,USA,35,2,2006
10924,P.J. Washington,Kentucky,USA,12,1,2019
9792,PJ Dozier,South Carolina,USA,Undrafted,Undrafted,Undrafted
8578,PJ Hairston,North Carolina,USA,26,1,2014
4850,PJ Tucker,Texas,USA,35,2,2006
7164,Pablo Prigioni,None,Argentina,Undrafted,Undrafted,Undrafted
3542,Pape Sow,Cal State-Fullerton,Senegal,47,2,2004
6623,Pape Sy,None,France,53,2,2010
9426,Pascal Siakam,New Mexico State,Cameroon,27,1,2016
3024,Pat Burke,Auburn,Ireland,Undrafted,Undrafted,Undrafted
8711,Pat Connaughton,Notre Dame,USA,41,2,2015
1165,Pat Garrity,Notre Dame,USA,19,1,1998
9334,Patricio Garino,George Washington,Argentina,Undrafted,Undrafted,Undrafted
7163,Patrick Beverley,Arkansas,USA,42,2,2009
8561,Patrick Christopher,California,USA,Undrafted,Undrafted,Undrafted
410,Patrick Ewing,Georgetown,Jamaica,1,1,1985
9336,Patrick McCaw,Nevada-Las Vegas,USA,38,2,2016
4853,Patrick O'Bryant,Bradley,USA,9,1,2006
6621,Patrick Patterson,Kentucky,USA,14,1,2010
6194,Patty Mills,Saint Mary's (CA),Australia,55,2,2009
2235,Pau Gasol,None,Spain,3,1,2001
4860,Paul Davis,Michigan State,USA,34,2,2006
6618,Paul George,Fresno State,USA,10,1,2010
1167,Paul Grant,Wisconsin,USA,20,1,1997
2033,Paul McPherson,DePaul,USA,Undrafted,Undrafted,Undrafted
4855,Paul Millsap,Louisiana Tech,USA,47,2,2006
1168,Paul Pierce,Kansas,USA,10,1,1998
3028,Paul Shirley,Iowa State,USA,Undrafted,Undrafted,Undrafted
10935,Paul Watson,Fresno State,USA,Undrafted,Undrafted,Undrafted
9343,Paul Zipser,None,Germany,48,2,2016
3565,Pavel Podkolzin,None,Russia,21,1,2004
1169,Peja Stojakovic,None,Serbia and Montenegro,14,1,1996
2170,Pepe Sanchez,Temple,Argentina,Undrafted,Undrafted,Undrafted
7702,Pero Antic,None,Macedonia,Undrafted,Undrafted,Undrafted
7257,Perry Jones III,Baylor,USA,28,1,2012
411,Pervis Ellison,Louisville,USA,1,1,1989
415,Pete Chilcutt,North Carolina,USA,27,1,1991
472,Pete Myers,Arkansas-Little Rock,USA,120,6,1986
1171,Peter Aluma,Liberty,USA,Undrafted,Undrafted,Undrafted
3681,Peter John Ramos,None,Puerto Rico,32,2,2004
7700,Peyton Siva,Louisville,USA,56,2,2013
7699,Phil Pressey,Missouri,USA,Undrafted,Undrafted,Undrafted
9344,Pierre Jackson,Baylor,USA,42,2,2013
6614,Pooh Jeter,Portland,USA,Undrafted,Undrafted,Undrafted
333,Pooh Richardson,UCLA,USA,10,1,1989
362,Popeye Jones,Murray State,USA,41,2,1992
4776,Pops Mensah-Bonsu,George Washington,USA,Undrafted,Undrafted,Undrafted
2231,Predrag Drobnjak,None,Yugoslavia,48,2,1997
3033,Predrag Savovic,Hawaii,Yugoslavia,Undrafted,Undrafted,Undrafted
331,Priest Lauderdale,Central State (OH),USA,28,1,1996
2230,Primoz Brezec,None,Slovenia,27,1,2000
2167,Quentin Richardson,DePaul,USA,18,1,2000
7259,Quincy Acy,Baylor,USA,37,2,2012
4717,Quincy Douby,Rutgers,USA,19,1,2006
1722,Quincy Lewis,Minnesota,USA,19,1,1999
7260,Quincy Miller,Baylor,USA,38,2,2012
6641,Quincy Pondexter,Washington,USA,26,1,2010
9346,Quinn Cook,Duke,USA,Undrafted,Undrafted,Undrafted
10936,Quinndary Weatherspoon,Mississippi State,USA,49,2,2019
3706,Quinton Ross,Southern Methodist,USA,Undrafted,Undrafted,Undrafted
3036,Qyntel Woods,Northeast Mississippi Community College,USA,21,1,2002
10937,RJ Barrett,Duke,Canada,3,1,2019
8661,RJ Hunter,Georgia State,USA,28,1,2015
1174,Raef LaFrentz,Kansas,USA,3,1,1998
275,Rafael Addison,Syracuse,USA,39,2,1986
3703,Rafael Araujo,Brigham Young,Brazil,8,1,2004
1724,Rafer Alston,Fresno State,USA,39,2,1998
2163,Raja Bell,Florida International,U.S. Virgin Islands,Undrafted,Undrafted,Undrafted
4696,Rajon Rondo,Kentucky,USA,21,1,2006
8663,Rakeem Christmas,Syracuse,USA,36,2,2015
5289,Ramon Sessions,Nevada,USA,56,2,2007
1175,Randell Jackson,Florida State,USA,Undrafted,Undrafted,1999
