row_id,player_name,college,country,draft_number,draft_round,draft_year
103,Greg Ostertag,Kansas,USA,28,1,1995
7149,Greg Smith,Fresno State,USA,Undrafted,Undrafted,Undrafted
7150,Greg Stiemsma,Wisconsin,USA,Undrafted,Undrafted,Undrafted
6315,Greivis Vasquez,Maryland,Venezuela,28,1,2010
9609,Guerschon Yabusele,None,France,16,1,2016
4974,Guillermo Diaz,Miami (FL),USA,52,2,2006
7105,Gustavo Ayon,None,Mexico,Undrafted,Undrafted,Undrafted
2768,Guy Rucker,Iowa,USA,Undrafted,Undrafted,1999
3946,Ha Ha,Yonsei (KOR),South Korea,46,2,2004
104,Hakeem Olajuwon,Houston,Nigeria,1,1,1984
4336,Hakim Warrick,Syracuse,USA,19,1,2005
6317,Hamady Ndiaye,Rutgers,Senegal,56,2,2010
5393,Hamed Haddadi,None,Iran,Undrafted,Undrafted,Undrafted
10116,Hamidou Diallo,Kentucky,USA,45,2,2018
1867,Hanno Mottola,Utah,Finland,40,2,2000
866,Harold Ellis,Morehouse,USA,Undrafted,Undrafted,Undrafted
1418,Harold Jamison,Clemson,USA,Undrafted,Undrafted,Undrafted
7343,Harrison Barnes,North Carolina,USA,7,1,2012
10118,Harry Giles III,Duke,USA,20,1,2017
105,Harvey Grant,Oklahoma,USA,12,1,1988
5890,Hasheem Thabeet,Connecticut,Tanzania,2,1,2009
4456,Hassan Adams,Arizona,USA,54,2,2006
6320,Hassan Whiteside,Marshall,USA,33,2,2010
10113,Haywood Highsmith,None,USA,Undrafted,Undrafted,Undrafted
106,Haywoode Workman,Oral Roberts,USA,49,2,1989
1856,Hedo Turkoglu,None,Turkey,16,1,2000
9549,Henry Ellenson,Marquette,USA,18,1,2016
82,Henry James,St. Mary's (TX),USA,Undrafted,Undrafted,Undrafted
7355,Henry Sims,Georgetown,USA,Undrafted,Undrafted,Undrafted
5390,Henry Walker,Kansas State,USA,47,2,2008
81,Herb Williams,Ohio State,USA,14,1,1981
80,Hersey Hawkins,Bradley,USA,6,1,1988
4487,Hilton Armstrong,Connecticut,USA,12,1,2006
3485,Hiram Fuller,Fresno State,USA,Undrafted,Undrafted,Undrafted
7873,Hollis Thompson,Georgetown,USA,Undrafted,Undrafted,Undrafted
79,Horace Grant,Clemson,USA,10,1,1987
3916,Horace Jenkins,William Paterson,USA,Undrafted,Undrafted,Undrafted
56,Horacio Llamas,Grand Canyon,USA,Undrafted,Undrafted,Undrafted
57,Hot Rod Williams,Tulane,USA,45,2,1985
58,Howard Eisley,Boston College,USA,30,2,1994
59,Hubert Davis,North Carolina,USA,20,1,1992
7872,Ian Clark,Belmont,USA,Undrafted,Undrafted,Undrafted
4978,Ian Mahinmi,None,France,28,1,2005
3914,Ibrahim Kutluay,None,USA,Undrafted,Undrafted,Undrafted
10656,Ignas Brazdeikis,Michigan,Lithuania,47,2,2019
2763,Igor Rakocevic,None,Serbia and Montenegro,51,2,2000
9747,Ike Anigbogu,UCLA,USA,47,2,2017
60,Ike Austin,Arizona State,USA,48,2,1991
4333,Ike Diogu,Arizona State,USA,9,1,2005
2540,Ike Fontaine,Washington State,USA,Undrafted,Undrafted,Undrafted
7115,Iman Shumpert,Georgia Tech,USA,17,1,2011
3453,Ime Udoka,Portland State,USA,Undrafted,Undrafted,Undrafted
1425,Ira Bowman,Pennsylvania,USA,Undrafted,Undrafted,Undrafted
1863,Ira Newble,Miami (OH),USA,Undrafted,Undrafted,Undrafted
10126,Isaac Bonga,None,Germany,39,2,2018
10127,Isaac Humphries,Kentucky,Australia,Undrafted,Undrafted,Undrafted
10102,Isaiah Briscoe,None,USA,Undrafted,Undrafted,Undrafted
7889,Isaiah Canaan,Murray State,USA,34,2,2013
10162,Isaiah Hartenstein,None,Germany,43,2,2017
9988,Isaiah Hicks,North Carolina,USA,Undrafted,Undrafted,Undrafted
61,Isaiah Rider,Nevada-Las Vegas,USA,5,1,1993
10755,Isaiah Roby,University of Nebraska-Lincoln,USA,45,2,2019
9543,Isaiah Taylor,Texas,USA,Undrafted,Undrafted,Undrafted
7116,Isaiah Thomas,Washington,USA,60,2,2011
9541,Isaiah Whitehead,Seton Hall,USA,42,2,2016
6326,Ish Smith,Wake Forest,USA,Undrafted,Undrafted,Undrafted
7118,Ivan Johnson,Cal State-San Bernardino,USA,Undrafted,Undrafted,Undrafted
4520,Ivan McFarlin,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
9982,Ivan Rabb,"University of California, Berkeley",USA,35,2,2017
62,Ivano Newbill,Georgia Tech,USA,Undrafted,Undrafted,1994
9539,Ivica Zubac,None,Croatia,32,2,2016
4521,J.J. Barea,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted
10202,J.P. Macura,Xavier,USA,Undrafted,Undrafted,Undrafted
2761,J.R. Bremer,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted
5385,J.R. Giddens,New Mexico,USA,30,1,2008
1297,J.R. Henderson,UCLA,USA,56,2,1998
850,J.R. Reid,North Carolina,USA,5,1,1989
5384,JJ Hickson,North Carolina State,USA,19,1,2008
8763,JJ O'Brien,San Diego State,USA,Undrafted,Undrafted,Undrafted
4522,JJ Redick,Duke,USA,11,1,2006
3883,JR Smith,None,USA,18,1,2004
10731,Ja Morant,Murray State,USA,2,1,2019
7123,JaJuan Johnson,Purdue,USA,27,1,2011
8420,JaKarr Sampson,St. John's (NY),USA,Undrafted,Undrafted,Undrafted
8421,JaMychal Green,Alabama,USA,Undrafted,Undrafted,Undrafted
5381,JaVale McGee,Nevada,USA,18,1,2008
9974,Jabari Bird,California,USA,56,2,2017
8423,Jabari Brown,Missouri,USA,Undrafted,Undrafted,Undrafted
8424,Jabari Parker,Duke,USA,2,1,2014
1866,Jabari Smith,Louisiana State,USA,45,2,2000
8425,Jack Cooley,Notre Dame,USA,Undrafted,Undrafted,Undrafted
63,Jack Haley,UCLA,USA,79,4,1987
3881,Jackie Butler,Southern Illinois,USA,Undrafted,Undrafted,Undrafted
3880,Jackson Vroman,Iowa State,USA,31,2,2004
10209,Jacob Evans,Cincinnati,USA,28,1,2018
9971,Jacob Pullen,Kansas State,USA,Undrafted,Undrafted,Undrafted
9979,Jacob Wiley,Eastern Washington,USA,Undrafted,Undrafted,Undrafted
844,Jacque Vaughn,Kansas,USA,27,1,1997
7386,Jae Crowder,Marquette,USA,34,2,2012
1300,Jahidi White,Georgetown,USA,43,2,1998
8771,Jahlil Okafor,Duke,USA,3,1,2015
9255,Jake Layman,Maryland,USA,47,2,2016
1840,Jake Tsakalidis,None,Greece,25,1,2000
1839,Jake Voskuhl,Connecticut,USA,33,2,2000
9254,Jakob Poeltl,Utah,Austria,9,1,2016
10214,Jalen Brunson,Villanova,USA,33,2,2018
10009,Jalen Jones,Texas A&M,USA,Undrafted,Undrafted,Undrafted
10742,Jalen Lecque,None,USA,Undrafted,Undrafted,Undrafted
10743,Jalen McDaniels,San Diego State,USA,52,2,2019
64,Jalen Rose,Michigan,USA,13,1,1994
7907,Jamaal Franklin,San Diego State,USA,41,2,2013
1817,Jamaal Magloire,Kentucky,Canada,19,1,2000
2553,Jamaal Tinsley,Iowa State,USA,27,1,2001
1818,Jamal Crawford,Michigan,USA,8,1,2000
65,Jamal Mashburn,Kentucky,USA,4,1,1993
9252,Jamal Murray,Kentucky,Canada,7,1,2016
1820,Jamal Robinson,Virginia,USA,Undrafted,Undrafted,1997
2751,Jamal Sampson,California,USA,46,2,2002
4990,Jamario Moon,Meridian Community College,USA,Undrafted,Undrafted,Undrafted
10007,Jameel Warney,"Stony Brook, N.Y.",USA,Undrafted,Undrafted,Undrafted
3870,Jameer Nelson,Saint Joseph's,USA,20,1,2004
10005,Jamel Artis,Pittsburgh,USA,Undrafted,Undrafted,Undrafted
1821,Jamel Thomas,Providence,USA,Undrafted,Undrafted,Undrafted
6380,James Anderson,Oklahoma State,USA,20,1,2010
4534,James Augustine,Illinois,USA,41,2,2006
847,James Collins,Florida State,USA,36,2,1997
848,James Cotton,Long Beach State,USA,32,2,1997
8412,James Ennis III,Long Beach State,USA,50,2,2013
5864,James Harden,Arizona State,USA,3,1,2009
5865,James Johnson,Wake Forest,USA,16,1,2009
3411,James Jones,Miami (FL),USA,49,2,2003
4536,James Lang,None,USA,48,2,2003
8392,James Michael McAdoo,North Carolina,USA,Undrafted,Undrafted,Undrafted
7891,James Nunnally,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted
1377,James Posey,Xavier,USA,18,1,1999
66,James Robinson,Alabama,USA,21,1,1993
67,James Scott,St. John's (NY),USA,Undrafted,Undrafted,Undrafted
4342,James Singleton,Murray State,USA,Undrafted,Undrafted,Undrafted
7922,James Southerland,Syracuse,USA,Undrafted,Undrafted,Undrafted
3867,James Thomas,Texas,USA,Undrafted,Undrafted,Undrafted
10000,James Webb III,Boise State,USA,Undrafted,Undrafted,Undrafted
4539,James White,Cincinnati,USA,31,2,2006
8393,James Young,Kentucky,USA,17,1,2014
5869,JamesOn Curry,Oklahoma State,USA,51,2,2007
68,Jamie Feick,Michigan State,USA,48,2,1996
69,Jamie Watson,South Carolina,USA,47,2,1994
9998,Jamil Wilson,Marquette,USA,Undrafted,Undrafted,Undrafted
2580,Jamison Brewer,Auburn,USA,40,2,2001
6955,Jan Vesely,None,Czech Republic,6,1,2011
2748,Jannero Pargo,Arkansas,USA,Undrafted,Undrafted,Undrafted
7357,Jared Cunningham,Oregon State,USA,24,1,2012
4965,Jared Dudley,Boston College,USA,22,1,2007
10749,Jared Harper,None,USA,Undrafted,Undrafted,Undrafted
2747,Jared Jeffries,Indiana,USA,11,1,2002
3863,Jared Reiner,Iowa,USA,Undrafted,Undrafted,Undrafted
7360,Jared Sullinger,Ohio State,USA,21,1,2012
10223,Jared Terrell,Rhode Island,USA,Undrafted,Undrafted,Undrafted
8725,Jarell Eddie,Virginia Tech,USA,Undrafted,Undrafted,Undrafted
8726,Jarell Martin,Louisiana State,USA,25,1,2015
70,Jaren Jackson,Georgetown,USA,Undrafted,Undrafted,Undrafted
10225,Jaren Jackson Jr.,Michigan State,USA,4,1,2018
8398,Jarnell Stokes,Tennessee,USA,35,2,2014
10226,Jaron Blossomgame,Clemson,USA,59,2,2017
10197,Jarred Vanderbilt,Kentucky,USA,41,2,2018
10752,Jarrell Brantley,College of Charleston,USA,50,2,2019
9994,Jarrett Allen,Texas,USA,22,1,2017
10754,Jarrett Culver,Texas Tech,USA,6,1,2019
4370,Jarrett Jack,Georgia Tech,USA,22,1,2005
9238,Jarrod Uthoff,Iowa,USA,Undrafted,Undrafted,Undrafted
2578,Jarron Collins,Stanford,USA,52,2,2001
3405,Jarvis Hayes,Georgia,USA,10,1,2003
7362,Jarvis Varnado,Mississippi State,USA,41,2,2010
71,Jason Caffey,Alabama,USA,20,1,1995
1827,Jason Collier,Georgia Tech,USA,15,1,2000
2575,Jason Collins,Stanford,USA,18,1,2001
1828,Jason Hart,Syracuse,USA,49,2,2000
3401,Jason Kapono,UCLA,USA,31,2,2003
72,Jason Kidd,California,USA,2,1,1994
854,Jason Lawson,Villanova,USA,41,2,1997
4363,Jason Maxiell,Cincinnati,USA,26,1,2005
1382,Jason Miskiri,George Mason,USA,Undrafted,Undrafted,Undrafted
2572,Jason Richardson,Michigan State,USA,5,1,2001
73,Jason Sasser,Texas Tech,USA,41,2,1996
4952,Jason Smith,Colorado State,USA,20,1,2007
1383,Jason Terry,Arizona,USA,10,1,1999
5556,Jason Thompson,Rider,USA,12,1,2008
1311,Jason Williams,Florida,USA,7,1,1998
4955,Javaris Crittenton,Georgia Tech,USA,19,1,2007
10724,Javonte Green,Radford University,USA,Undrafted,Undrafted,Undrafted
5554,Jawad Williams,North Carolina,USA,Undrafted,Undrafted,Undrafted
9969,Jawun Evans,Oklahoma State,USA,39,2,2017
10723,Jaxson Hayes,Texas,USA,8,1,2019
2791,Jay Williams,Duke,USA,2,1,2002
10165,Jaylen Adams,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted
9235,Jaylen Brown,California,USA,3,1,2016
10694,Jaylen Hoard,None,France,Undrafted,Undrafted,Undrafted
9944,Jaylen Morris,Molloy,USA,Undrafted,Undrafted,Undrafted
10695,Jaylen Nowell,Washington,USA,43,2,2019
9943,Jayson Tatum,Duke,USA,3,1,2017
74,Jayson Williams,St. John's (NY),USA,21,1,1990
6355,Jeff Adrien,Connecticut,USA,Undrafted,Undrafted,Undrafted
5829,Jeff Ayres,Arizona State,USA,31,2,2009
6970,Jeff Foote,Cornell,USA,Undrafted,Undrafted,Undrafted
1385,Jeff Foster,Texas State,USA,21,1,1999
75,Jeff Grayer,Iowa State,USA,13,1,1988
4957,Jeff Green,Georgetown,USA,5,1,2007
76,Jeff Hornacek,Iowa State,USA,46,2,1986
77,Jeff McInnis,North Carolina,USA,37,2,1996
858,Jeff Nordgaard,Wisconsin-Green Bay,USA,53,2,1996
1315,Jeff Sheppard,Kentucky,USA,Undrafted,Undrafted,Undrafted
5832,Jeff Teague,Wake Forest,USA,19,1,2009
2567,Jeff Trepagnier,Southern California,USA,35,2,2001
8043,Jeff Withey,Kansas,USA,39,2,2013
7349,Jeffery Taylor,Vanderbilt,Sweden,31,2,2012
1316,Jelani McCoy,UCLA,USA,33,2,1998
10163,Jemerrio Jones,None,USA,Undrafted,Undrafted,Undrafted
661,Jerald Honeycutt,Tulane,USA,38,2,1997
8347,Jerami Grant,Syracuse,USA,39,2,2014
8326,Jerel McNeal,Marquette,USA,Undrafted,Undrafted,Undrafted
10700,Jeremiah Martin,Memphis,USA,Undrafted,Undrafted,Undrafted
6359,Jeremy Evans,Western Kentucky,USA,55,2,2010
7347,Jeremy Lamb,Connecticut,USA,12,1,2012
6360,Jeremy Lin,Harvard,USA,Undrafted,Undrafted,Undrafted
6960,Jeremy Pargo,Gonzaga,USA,Undrafted,Undrafted,Undrafted
4498,Jeremy Richardson,Delta State,USA,Undrafted,Undrafted,Undrafted
6946,Jeremy Tyler,None,USA,39,2,2011
8740,Jerian Grant,Notre Dame,USA,19,1,2015
1389,Jermaine Jackson,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted
78,Jermaine O'Neal,None,USA,17,1,1996
5834,Jermaine Taylor,Central Florida,USA,32,2,2009
4964,Jermareo Davidson,Alabama,USA,36,2,2007
191,Jerome Allen,Pennsylvania,USA,49,2,1995
3446,Jerome Beasley,North Dakota,USA,33,2,2003
6918,Jerome Dyson,Connecticut,USA,Undrafted,Undrafted,Undrafted
1285,Jerome James,Florida A&M,USA,36,2,1998
6919,Jerome Jordan,Tulsa,Jamaica,44,2,2010
219,Jerome Kersey,Longwood,USA,46,2,1984
2058,Jerome Moiso,UCLA,France,11,1,2000
10175,Jerome Robinson,Boston College,USA,13,1,2018
244,Jerome Williams,Georgetown,USA,26,1,1996
8291,Jerrelle Benimon,None,USA,Undrafted,Undrafted,Undrafted
6920,Jerry Smith,Louisville,USA,12,2,1963
221,Jerry Stackhouse,North Carolina,USA,3,1,1995
5546,Jerryd Bayless,Arizona,USA,11,1,2008
2559,Jeryl Sasser,Southern Methodist,USA,22,1,2001
10177,Jevon Carter,West Virginia,USA,32,2,2018
361,Jim Jackson,Ohio State,USA,4,1,1992
387,Jim McIlvaine,Marquette,USA,32,2,1994
6923,Jimmer Fredette,Brigham Young,USA,10,1,2011
6924,Jimmy Butler,Marquette,USA,30,1,2011
363,Jimmy Carruth,Virginia Tech,USA,Undrafted,Undrafted,Undrafted
364,Jimmy King,Michigan,USA,35,2,1995
365,Jimmy Oliver,Purdue,USA,39,2,1991
2778,Jiri Welsch,None,Czech Republic,16,1,2002
5102,Joakim Noah,Florida,USA,9,1,2007
5838,Jodie Meeks,Kentucky,USA,41,2,2009
5544,Joe Alexander,West Virginia,USA,8,1,2008
10182,Joe Chealey,College of Charleston,USA,Undrafted,Undrafted,Undrafted
366,Joe Courtney,Southern Mississippi,USA,Undrafted,Undrafted,Undrafted
5543,Joe Crawford,Kentucky,USA,58,2,2008
2557,Joe Crispin,Penn State,USA,Undrafted,Undrafted,Undrafted
367,Joe Dumars,McNeese State,USA,18,1,1985
8297,Joe Harris,Virginia,USA,33,2,2014
8298,Joe Ingles,None,Australia,Undrafted,Undrafted,Undrafted
2418,Joe Johnson,Arkansas,USA,10,1,2001
368,Joe Kleine,Arkansas,USA,6,1,1985
369,Joe Smith,Maryland,USA,1,1,1995
370,Joe Stephens,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted
371,Joe Wolf,North Carolina,USA,13,1,1987
8809,Joe Young,Oregon,USA,43,2,2015
5337,Joel Anthony,Nevada-Las Vegas,Canada,Undrafted,Undrafted,Undrafted
9295,Joel Bolomboy,Weber State,Ukraine,52,2,2016
9289,Joel Embiid,Kansas,Cameroon,3,1,2014
7393,Joel Freeland,None,Great Britain,30,1,2006
2051,Joel Przybilla,Minnesota,USA,9,1,2000
5538,Joey Dorsey,Memphis,USA,33,2,2008
4348,Joey Graham,Oklahoma State,USA,16,1,2005
8303,Joffrey Lauvergne,None,France,55,2,2013
4347,Johan Petro,None,France,25,1,2005
1537,John Amaechi,Penn State,England,Undrafted,Undrafted,Undrafted
1320,John Celestand,Villanova,USA,30,2,1999
1265,John Coker,Boise State,USA,Undrafted,Undrafted,Undrafted
9948,John Collins,Wake Forest,USA,19,1,2017
373,John Crotty,Virginia,USA,Undrafted,Undrafted,Undrafted
3896,John Edwards,Kent State,USA,Undrafted,Undrafted,Undrafted
7451,John Henson,North Carolina,USA,14,1,2012
9965,John Holland,Boston U.,USA,Undrafted,Undrafted,Undrafted
7450,John Jenkins,Vanderbilt,USA,23,1,2012
10712,John Konchar,None,USA,Undrafted,Undrafted,Undrafted
385,John Long,Detroit Mercy,USA,29,2,1978
4201,John Lucas III,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
1676,John Salley,Georgia Tech,USA,11,1,1986
2640,John Salmons,Miami (FL),USA,26,1,2002
374,John Starks,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
375,John Stockton,Gonzaga,USA,16,1,1984
505,John Thomas,Minnesota,USA,25,1,1997
6285,John Wall,Kentucky,USA,1,1,2010
376,John Wallace,Syracuse,USA,18,1,1996
9963,Johnathan Motley,Baylor,USA,Undrafted,Undrafted,Undrafted
10193,Johnathan Williams,Gonzaga,USA,Undrafted,Undrafted,Undrafted
377,Johnny Newman,Richmond,USA,29,2,1986
8267,Johnny O'Bryant III,Louisiana State,USA,36,2,2014
502,Johnny Taylor,Tennessee-Chattanooga,USA,17,1,1997
378,Jon Barry,Georgia Tech,USA,21,1,1992
6088,Jon Brockman,Washington,USA,38,2,2009
6935,Jon Leuer,Wisconsin,USA,40,2,2011
10359,Jonah Bolden,None,Australia,36,2,2017
6005,Jonas Jerebko,None,Sweden,39,2,2009
7452,Jonas Valanciunas,None,Lithuania,5,1,2011
1685,Jonathan Bender,None,USA,5,1,1999
9276,Jonathan Gibson,New Mexico State,USA,Undrafted,Undrafted,Undrafted
9958,Jonathan Isaac,Florida State,USA,6,1,2017
1274,Jonathan Kerner,East Carolina,USA,Undrafted,Undrafted,Undrafted
8819,Jonathon Simmons,Houston,USA,Undrafted,Undrafted,Undrafted
6147,Jonny Flynn,Syracuse,USA,6,1,2009
8271,Jordan Adams,UCLA,USA,22,1,2014
9955,Jordan Bell,Oregon,USA,38,2,2017
10719,Jordan Bone,Tennessee,USA,57,2,2019
8272,Jordan Clarkson,Missouri,USA,46,2,2014
6250,Jordan Crawford,Xavier,USA,27,1,2010
4509,Jordan Farmar,UCLA,USA,26,1,2006
6940,Jordan Hamilton,Texas,USA,26,1,2011
6004,Jordan Hill,Arizona,USA,8,1,2009
10529,Jordan Loyd,None,USA,Undrafted,Undrafted,Undrafted
10721,Jordan McLaughlin,USC,USA,Undrafted,Undrafted,Undrafted
8825,Jordan McRae,Tennessee,USA,58,2,2014
8826,Jordan Mickey,Louisiana State,USA,33,2,2015
10886,Jordan Poole,Michigan,USA,28,1,2019
10531,Jordan Sibert,University of Dayton,USA,Undrafted,Undrafted,Undrafted
6942,Jordan Williams,Maryland,USA,36,2,2011
4510,Jorge Garbajosa,None,USA,Undrafted,Undrafted,Undrafted
8078,Jorge Gutierrez,California-Berkeley,Mexico,Undrafted,Undrafted,Undrafted
4053,Jose Calderon,None,Spain,Undrafted,Undrafted,Undrafted
2269,Joseph Forte,North Carolina,USA,21,1,2001
7439,Josh Akognon,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted
4512,Josh Boone,Connecticut,USA,23,1,2006
3891,Josh Childress,Stanford,USA,6,1,2004
3432,Josh Davis,Wyoming,USA,Undrafted,Undrafted,Undrafted
9950,Josh Gray,None,USA,Undrafted,Undrafted,Undrafted
7005,Josh Harrellson,Kentucky,USA,45,2,2011
9949,Josh Hart,Villanova,USA,30,1,2017
3431,Josh Howard,Wake Forest,USA,29,1,2003
8829,Josh Huestis,Stanford,USA,29,1,2014
10012,Josh Jackson,Kansas,USA,4,1,2017
10039,Josh Magette,Alabama Huntsville,USA,Undrafted,Undrafted,Undrafted
5180,Josh McRoberts,Duke,USA,37,2,2007
10535,Josh Okogie,Georgia Institute of Technology,Nigeria,20,1,2018
4048,Josh Powell,North Carolina State,USA,Undrafted,Undrafted,Undrafted
11052,Josh Reaves,Penn State,USA,Undrafted,Undrafted,Undrafted
8831,Josh Richardson,Tennessee,USA,40,2,2015
7009,Josh Selby,Kansas,USA,49,2,2011
3889,Josh Smith,None,USA,17,1,2004
6155,Jrue Holiday,UCLA,USA,17,1,2009
5177,Juan Carlos Navarro,None,Spain,39,2,2002
2989,Juan Dixon,Maryland,USA,17,1,2002
11055,Juan Toscano-Anderson,None,USA,Undrafted,Undrafted,Undrafted
9229,Juancho Hernangomez,None,Spain,15,1,2016
2988,Juaquin Hawkins,Long Beach State,USA,Undrafted,Undrafted,Undrafted
379,Jud Buechler,Arizona,USA,38,2,1990
10539,Julian Washburn,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted
5175,Julian Wright,Kansas,USA,13,1,2007
4045,Julius Hodge,North Carolina State,USA,20,1,2005
8281,Julius Randle,Kentucky,USA,7,1,2014
7012,Julyan Stone,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted
1688,Jumaine Jones,Georgia,USA,27,1,1999
2992,Junior Harrington,Wingate,USA,Undrafted,Undrafted,Undrafted
8808,Justin Anderson,Virginia,USA,21,1,2015
7013,Justin Dentmon,Washington,USA,Undrafted,Undrafted,Undrafted
8087,Justin Hamilton,Louisiana State,USA,45,2,2012
7014,Justin Harper,Richmond,USA,32,2,2011
7469,Justin Holiday,Washington,USA,Undrafted,Undrafted,Undrafted
10081,Justin Jackson,North Carolina,USA,15,1,2017
11061,Justin James,Wyoming,USA,40,2,2019
10069,Justin Patton,Creighton,USA,16,1,2017
3623,Justin Reed,Mississippi,USA,40,2,2004
11064,Justin Robinson,None,USA,Undrafted,Undrafted,Undrafted
4809,Justin Williams,Wyoming,USA,Undrafted,Undrafted,Undrafted
11078,Justin Wright-Foreman,Hofstra,USA,53,2,2019
8791,Justise Winslow,Duke,USA,10,1,2015
8305,Jusuf Nurkic,None,Bosnia & Herzegovina,16,1,2014
380,Juwan Howard,Michigan,USA,5,1,1994
11066,Juwan Morgan,Indiana,USA,Undrafted,Undrafted,Undrafted
8306,KJ McDaniels,Clemson,USA,32,2,2014
11067,KZ Okpala,Stanford,USA,32,2,2019
10066,Kadeem Allen,Arizona,USA,53,2,2017
8307,Kalin Lucas,Michigan State,USA,Undrafted,Undrafted,Undrafted
3427,Kaniel Dickens,Idaho,USA,50,2,2000
2994,Kareem Rush,Missouri,USA,20,1,2002
381,Karl Malone,Louisiana Tech,USA,13,1,1985
8781,Karl-Anthony Towns,Kentucky,USA,1,1,2015
5171,Kasib Powell,Texas Tech,USA,Undrafted,Undrafted,Undrafted
7016,Kawhi Leonard,San Diego State,USA,15,1,2011
9184,Kay Felder,None,USA,54,2,2016
497,Kebu Stewart,Cal State-Bakersfield,USA,35,2,1997
2264,Kedrick Brown,Northwest Florida State,USA,11,1,2001
10551,Keita Bates-Diop,Ohio State,USA,48,2,2018
8783,Keith Appling,Michigan State,USA,Undrafted,Undrafted,Undrafted
382,Keith Askins,Alabama,USA,Undrafted,Undrafted,Undrafted
7017,Keith Benson,Oakland,USA,48,2,2011
3285,Keith Bogans,Kentucky,USA,43,2,2003
519,Keith Booth,Maryland,USA,28,1,1997
520,Keith Closs,Central Connecticut State,USA,Undrafted,Undrafted,Undrafted
5169,Keith Langford,Kansas,USA,Undrafted,Undrafted,Undrafted
3209,Keith McLeod,Bowling Green,USA,Undrafted,Undrafted,Undrafted
383,Keith Tower,Notre Dame,USA,Undrafted,Undrafted,Undrafted
521,Keith Van Horn,Utah,USA,2,1,1997
11072,Kelan Martin,None,USA,Undrafted,Undrafted,Undrafted
11073,Keldon Johnson,Kentucky,USA,29,1,2019
4812,Kelenna Azubuike,Kentucky,England,Undrafted,Undrafted,Undrafted
1282,Kelly McCarty,Southern Mississippi,USA,Undrafted,Undrafted,Undrafted
8090,Kelly Olynyk,Gonzaga,Canada,13,1,2013
8785,Kelly Oubre Jr.,Kansas,USA,15,1,2015
522,Kelvin Cato,Iowa State,USA,15,1,1997
7021,Kemba Walker,Connecticut,USA,9,1,2011
2999,Ken Johnson,Ohio State,USA,48,2,2001
384,Ken Norman,Illinois,USA,19,1,1987
360,Kendall Gill,Illinois,USA,5,1,1990
7472,Kendall Marshall,North Carolina,USA,13,1,2012
11077,Kendrick Nunn,Oakland,USA,Undrafted,Undrafted,Undrafted
3140,Kendrick Perkins,None,USA,27,1,2003
7022,Kenneth Faried,Morehead State,USA,22,1,2011
359,Kenny Anderson,Georgia Tech,USA,2,1,1991
2259,Kenny Satterfield,Cincinnati,USA,53,2,2001
358,Kenny Smith,North Carolina,USA,6,1,1987
1695,Kenny Thomas,New Mexico,USA,22,1,1999
10522,Kenrich Williams,None,USA,Undrafted,Undrafted,Undrafted
7461,Kent Bazemore,Old Dominion,USA,Undrafted,Undrafted,Undrafted
7988,Kentavious Caldwell-Pope,Georgia,USA,8,1,2013
2062,Kenyon Martin,Cincinnati,USA,1,1,2000
1188,Keon Clark,Nevada-Las Vegas,USA,13,1,1998
357,Kerry Kittles,Villanova,USA,8,1,1996
4033,Kevin Burleson,Minnesota,USA,Undrafted,Undrafted,Undrafted
334,Kevin Duckworth,Eastern Illinois,USA,33,2,1986
5164,Kevin Durant,Texas,USA,2,1,2007
335,Kevin Edwards,DePaul,USA,20,1,1988
336,Kevin Gamble,Iowa,USA,63,3,1987
337,Kevin Garnett,None,USA,5,1,1995
11031,Kevin Hervey,Texas-Arlington,USA,57,2,2018
10495,Kevin Huerter,Maryland,USA,19,1,2018
338,Kevin Johnson,California,USA,7,1,1987
7457,Kevin Jones,West Virginia,USA,Undrafted,Undrafted,Undrafted
10496,Kevin Knox II,Kentucky,USA,9,1,2018
5413,Kevin Love,UCLA,USA,5,1,2008
3577,Kevin Martin,Western Carolina,USA,26,1,2004
7453,Kevin Murphy,Tennessee Tech,USA,47,2,2012
541,Kevin Ollie,Connecticut,USA,Undrafted,Undrafted,Undrafted
11021,Kevin Porter Jr.,USC,USA,30,1,2019
339,Kevin Salvadori,North Carolina,USA,Undrafted,Undrafted,Undrafted
6240,Kevin Seraphin,Le Moyne,France,17,1,2010
340,Kevin Willis,Michigan State,USA,11,1,1984
4821,Kevinn Pinkney,Nevada,USA,Undrafted,Undrafted,Undrafted
8797,Kevon Looney,UCLA,USA,30,1,2015
2081,Keyon Dooling,Missouri,USA,10,1,2000
2080,Khalid El-Amin,Connecticut,USA,34,2,2000
341,Khalid Reeves,Arizona,USA,12,1,1994
10097,Khem Birch,UNLV,Canada,Undrafted,Undrafted,Undrafted
