InformationID,Age,Height,Weight,Season_ID
501624,30.0,180.34,78.471416,301624
501625,39.0,205.74,99.79024,301625
501626,32.0,208.28,113.398,301626
501627,37.0,190.5,92.98636,301627
501628,27.0,208.28,102.0582,301628
501629,25.0,218.44,149.68536,301629
501630,24.0,213.36,117.93392,301630
501631,33.0,182.88,88.45044,301631
501632,24.0,213.36,112.490816,301632
501633,23.0,200.66,96.161504,301633
501634,23.0,208.28,104.32616,301634
501635,24.0,218.44,122.46984,301635
501636,24.0,198.12,96.615096,301636
501637,30.0,198.12,85.275296,301637
501638,25.0,210.82,115.66596,301638
501639,24.0,213.36,127.00576,301639
501640,30.0,208.28,108.86208,301640
501641,33.0,205.74,102.0582,301641
501642,31.0,210.82,106.59412,301642
501643,24.0,210.82,108.86208,301643
501644,26.0,187.96,87.089664,301644
501645,33.0,193.04,90.7184,301645
501646,30.0,187.96,87.996848,301646
501647,20.0,208.28,97.52228,301647
501648,25.0,193.04,94.800728,301648
501649,21.0,200.66,95.25432,301649
501650,28.0,205.74,106.59412,301650
501651,27.0,205.74,104.32616,301651
501652,30.0,203.2,108.86208,301652
501653,20.0,208.28,99.79024,301653
501654,27.0,200.66,107.047712,301654
501655,23.0,208.28,129.27372,301655
501656,22.0,195.58,92.532768,301656
501657,21.0,195.58,83.91452,301657
501658,31.0,200.66,106.59412,301658
501659,29.0,195.58,86.18248,301659
501660,29.0,205.74,104.32616,301660
501661,27.0,203.2,99.79024,301661
501662,29.0,187.96,88.45044,301662
501663,24.0,210.82,108.86208,301663
501664,30.0,205.74,90.7184,301664
501665,32.0,205.74,108.86208,301665
501666,31.0,218.44,117.93392,301666
501667,29.0,195.58,92.98636,301667
501668,25.0,200.66,115.66596,301668
501669,30.0,203.2,90.7184,301669
501670,26.0,190.5,83.91452,301670
501671,26.0,210.82,102.0582,301671
501672,25.0,187.96,83.007336,301672
501673,27.0,190.5,90.264808,301673
501674,37.0,213.36,111.13004,301674
501675,27.0,193.04,88.45044,301675
501676,36.0,210.82,115.66596,301676
501677,34.0,190.5,81.64656,301677
501678,38.0,185.42,79.3786,301678
501679,24.0,205.74,120.20188,301679
501680,26.0,205.74,102.0582,301680
501681,36.0,200.66,95.25432,301681
501682,27.0,195.58,94.800728,301682
501683,26.0,205.74,99.79024,301683
501684,30.0,195.58,95.25432,301684
501685,19.0,210.82,91.625584,301685
501686,32.0,198.12,103.418976,301686
501687,26.0,198.12,106.59412,301687
501688,21.0,203.2,98.883056,301688
501689,36.0,205.74,116.119552,301689
501690,24.0,220.98,96.161504,301690
501691,24.0,208.28,113.398,301691
501692,25.0,210.82,115.66596,301692
501693,32.0,195.58,97.975872,301693
501694,29.0,185.42,76.203456,301694
501695,22.0,203.2,117.93392,301695
501696,25.0,210.82,99.79024,301696
501697,26.0,195.58,81.64656,301697
501698,24.0,210.82,99.79024,301698
501699,34.0,185.42,86.18248,301699
501700,27.0,205.74,113.398,301700
501701,20.0,187.96,81.64656,301701
501702,36.0,195.58,102.0582,301702
501703,27.0,200.66,92.98636,301703
501704,33.0,185.42,83.91452,301704
501705,35.0,160.02,63.956472,301705
501706,22.0,208.28,100.243832,301706
501707,32.0,198.12,103.418976,301707
501708,28.0,185.42,86.18248,301708
501709,24.0,205.74,122.46984,301709
501710,35.0,213.36,113.398,301710
501711,30.0,205.74,142.88148,301711
501712,26.0,205.74,106.59412,301712
501713,37.0,208.28,111.583632,301713
501714,30.0,210.82,108.86208,301714
501715,23.0,205.74,107.954896,301715
501716,37.0,213.36,115.66596,301716
501717,22.0,200.66,99.79024,301717
501718,23.0,205.74,103.872568,301718
501719,33.0,205.74,95.25432,301719
501720,31.0,208.28,111.13004,301720
501721,30.0,203.2,113.398,301721
501722,23.0,200.66,97.52228,301722
501723,24.0,210.82,108.86208,301723
501724,23.0,187.96,77.564232,301724
501725,24.0,210.82,97.52228,301725
501726,32.0,187.96,86.636072,301726
501727,26.0,185.42,79.3786,301727
501728,28.0,203.2,102.0582,301728
501729,35.0,195.58,99.79024,301729
501730,24.0,205.74,97.975872,301730
501731,26.0,205.74,99.79024,301731
501732,35.0,190.5,83.91452,301732
501733,29.0,208.28,99.79024,301733
501734,39.0,208.28,104.32616,301734
501735,32.0,208.28,101.604608,301735
501736,33.0,208.28,106.59412,301736
501737,30.0,215.9,112.490816,301737
501738,24.0,200.66,104.779752,301738
501739,28.0,190.5,90.7184,301739
501740,23.0,205.74,117.93392,301740
501741,20.0,198.12,110.676448,301741
501742,35.0,205.74,111.13004,301742
501743,38.0,205.74,101.604608,301743
501744,25.0,195.58,86.18248,301744
501745,23.0,210.82,118.841104,301745
501746,27.0,200.66,97.52228,301746
501747,27.0,182.88,80.739376,301747
501748,25.0,213.36,122.016248,301748
501749,23.0,205.74,111.583632,301749
501750,28.0,203.2,108.86208,301750
501751,25.0,208.28,104.32616,301751
501752,22.0,187.96,86.18248,301752
501753,24.0,213.36,102.0582,301753
501754,22.0,190.5,88.45044,301754
501755,31.0,195.58,102.965384,301755
501756,30.0,213.36,111.13004,301756
501757,26.0,193.04,80.739376,301757
501758,23.0,208.28,111.13004,301758
501759,23.0,185.42,81.64656,301759
501760,39.0,200.66,97.52228,301760
501761,22.0,182.88,86.18248,301761
501762,23.0,185.42,81.64656,301762
501763,29.0,200.66,87.996848,301763
501764,25.0,205.74,92.98636,301764
501765,24.0,203.2,106.140528,301765
501766,32.0,213.36,124.7378,301766
501767,33.0,193.04,87.089664,301767
501768,32.0,182.88,68.945984,301768
501769,22.0,203.2,117.93392,301769
501770,32.0,195.58,88.45044,301770
501771,29.0,213.36,122.46984,301771
501772,30.0,198.12,98.429464,301772
501773,28.0,190.5,92.532768,301773
501774,28.0,203.2,99.79024,301774
501775,23.0,185.42,80.285784,301775
501776,25.0,210.82,120.20188,301776
501777,27.0,190.5,95.25432,301777
501778,33.0,210.82,115.66596,301778
501779,28.0,205.74,99.79024,301779
501780,26.0,210.82,115.66596,301780
501781,26.0,195.58,88.45044,301781
501782,33.0,213.36,120.20188,301782
501783,28.0,195.58,95.25432,301783
501784,25.0,165.1,60.327736,301784
501785,33.0,213.36,115.66596,301785
501786,28.0,210.82,122.46984,301786
501787,34.0,198.12,90.7184,301787
501788,37.0,195.58,84.821704,301788
501789,20.0,195.58,95.25432,301789
501790,34.0,210.82,113.398,301790
501791,32.0,187.96,92.98636,301791
501792,37.0,195.58,92.98636,301792
501793,21.0,205.74,91.171992,301793
501794,26.0,195.58,88.45044,301794
501795,26.0,185.42,90.7184,301795
501796,33.0,205.74,108.86208,301796
501797,34.0,208.28,122.46984,301797
501798,25.0,193.04,83.91452,301798
501799,27.0,218.44,138.799152,301799
501800,34.0,208.28,109.315672,301800
501801,38.0,208.28,106.59412,301801
501802,23.0,203.2,99.79024,301802
501803,35.0,218.44,120.20188,301803
501804,22.0,195.58,103.418976,301804
501805,23.0,210.82,107.501304,301805
501806,31.0,208.28,106.59412,301806
501807,27.0,203.2,113.398,301807
501808,20.0,203.2,99.79024,301808
501809,28.0,205.74,104.32616,301809
501810,31.0,198.12,92.98636,301810
501811,31.0,190.5,86.18248,301811
501812,23.0,195.58,97.52228,301812
501813,30.0,185.42,95.707912,301813
501814,36.0,190.5,83.91452,301814
501815,26.0,203.2,113.398,301815
501816,28.0,203.2,102.0582,301816
501817,23.0,208.28,117.93392,301817
501818,21.0,195.58,90.7184,301818
501819,28.0,203.2,109.315672,301819
501820,27.0,200.66,96.161504,301820
501821,24.0,198.12,99.336648,301821
501822,24.0,203.2,97.52228,301822
501823,30.0,187.96,81.64656,301823
501824,26.0,205.74,115.66596,301824
501825,33.0,193.04,86.18248,301825
501826,28.0,203.2,116.119552,301826
501827,23.0,213.36,117.93392,301827
501828,23.0,187.96,82.100152,301828
501829,28.0,193.04,96.161504,301829
501830,23.0,187.96,78.017824,301830
501831,25.0,185.42,86.18248,301831
501832,24.0,210.82,109.769264,301832
501833,26.0,220.98,117.93392,301833
501834,26.0,210.82,115.212368,301834
501835,31.0,213.36,116.573144,301835
501836,21.0,187.96,89.357624,301836
501837,35.0,213.36,108.86208,301837
501838,30.0,198.12,90.7184,301838
501839,23.0,210.82,111.13004,301839
501840,22.0,218.44,129.27372,301840
501841,25.0,205.74,131.54168,301841
501842,26.0,185.42,86.18248,301842
501843,30.0,203.2,103.418976,301843
501844,34.0,203.2,102.0582,301844
501845,28.0,205.74,104.32616,301845
501846,34.0,203.2,99.79024,301846
501847,28.0,200.66,104.32616,301847
501848,28.0,203.2,102.0582,301848
501849,35.0,205.74,113.398,301849
501850,33.0,185.42,81.64656,301850
501851,24.0,193.04,95.25432,301851
501852,32.0,210.82,113.398,301852
501853,28.0,218.44,127.00576,301853
501854,32.0,193.04,81.64656,301854
501855,38.0,213.36,115.66596,301855
501856,22.0,203.2,99.79024,301856
501857,34.0,190.5,90.7184,301857
501858,35.0,208.28,111.13004,301858
501859,28.0,187.96,81.64656,301859
501860,31.0,195.58,83.007336,301860
501861,31.0,208.28,122.46984,301861
501862,28.0,195.58,88.45044,301862
501863,26.0,200.66,97.52228,301863
501864,30.0,195.58,97.52228,301864
501865,33.0,205.74,112.037224,301865
501866,24.0,210.82,113.398,301866
501867,24.0,210.82,112.037224,301867
501868,23.0,215.9,99.79024,301868
501869,35.0,215.9,113.398,301869
501870,27.0,200.66,104.32616,301870
501871,28.0,205.74,108.86208,301871
501872,36.0,220.98,132.448864,301872
501873,26.0,205.74,109.769264,301873
501874,36.0,180.34,81.64656,301874
501875,22.0,190.5,96.161504,301875
501876,26.0,205.74,108.86208,301876
501877,29.0,205.74,99.79024,301877
501878,32.0,203.2,99.79024,301878
501879,33.0,187.96,82.553744,301879
501880,30.0,203.2,95.25432,301880
501881,28.0,195.58,90.7184,301881
501882,28.0,185.42,83.91452,301882
501883,24.0,195.58,95.25432,301883
501884,25.0,213.36,118.387512,301884
501885,29.0,198.12,97.52228,301885
501886,32.0,185.42,83.91452,301886
501887,25.0,177.8,77.11064,301887
501888,24.0,203.2,111.13004,301888
501889,29.0,205.74,113.398,301889
501890,35.0,198.12,90.7184,301890
501891,25.0,205.74,120.20188,301891
501892,30.0,200.66,90.7184,301892
501893,21.0,218.44,108.408488,301893
501894,26.0,205.74,111.13004,301894
501895,30.0,210.82,113.398,301895
501896,32.0,205.74,104.32616,301896
501897,26.0,193.04,92.98636,301897
501898,22.0,210.82,102.511792,301898
501899,28.0,195.58,94.800728,301899
501900,29.0,205.74,102.0582,301900
501901,31.0,205.74,104.32616,301901
501902,26.0,208.28,113.398,301902
501903,26.0,195.58,97.52228,301903
501904,21.0,205.74,115.212368,301904
501905,28.0,205.74,106.59412,301905
501906,30.0,198.12,90.7184,301906
501907,26.0,182.88,74.84268,301907
501908,31.0,208.28,118.387512,301908
501909,28.0,213.36,131.54168,301909
501910,26.0,195.58,83.91452,301910
501911,28.0,208.28,115.66596,301911
501912,23.0,205.74,111.13004,301912
501913,29.0,200.66,97.52228,301913
501914,25.0,205.74,101.151016,301914
501915,26.0,185.42,86.18248,301915
501916,29.0,187.96,82.553744,301916
501917,26.0,190.5,86.18248,301917
501918,34.0,203.2,115.66596,301918
501919,29.0,205.74,115.66596,301919
501920,31.0,193.04,94.347136,301920
501921,24.0,205.74,111.13004,301921
501922,25.0,187.96,90.7184,301922
501923,33.0,203.2,99.79024,301923
501924,30.0,195.58,95.25432,301924
501925,30.0,200.66,102.0582,301925
501926,23.0,198.12,92.98636,301926
501927,21.0,198.12,98.883056,301927
501928,32.0,208.28,109.769264,301928
501929,27.0,200.66,111.13004,301929
501930,28.0,185.42,86.18248,301930
501931,24.0,195.58,92.98636,301931
501932,25.0,193.04,86.18248,301932
501933,32.0,210.82,114.305184,301933
501934,20.0,215.9,125.644984,301934
501935,24.0,190.5,83.91452,301935
501936,27.0,177.8,77.564232,301936
501937,23.0,210.82,99.79024,301937
501938,35.0,198.12,100.697424,301938
501939,24.0,213.36,122.46984,301939
501940,34.0,180.34,73.935496,301940
501941,25.0,215.9,116.119552,301941
501942,34.0,208.28,106.59412,301942
501943,25.0,203.2,117.93392,301943
501944,35.0,208.28,110.676448,301944
501945,19.0,205.74,91.625584,301945
501946,33.0,185.42,81.64656,301946
501947,30.0,180.34,77.11064,301947
501948,37.0,205.74,102.0582,301948
501949,34.0,208.28,102.0582,301949
501950,30.0,200.66,120.20188,301950
501951,33.0,203.2,99.79024,301951
501952,26.0,180.34,72.57472,301952
501953,24.0,208.28,111.13004,301953
501954,29.0,200.66,98.429464,301954
501955,25.0,210.82,109.315672,301955
501956,30.0,210.82,105.233344,301956
501957,31.0,200.66,99.79024,301957
501958,26.0,200.66,102.0582,301958
501959,37.0,205.74,111.13004,301959
501960,30.0,187.96,86.18248,301960
501961,24.0,190.5,91.625584,301961
501962,28.0,210.82,108.86208,301962
501963,27.0,198.12,99.79024,301963
501964,26.0,190.5,83.91452,301964
501965,33.0,190.5,88.45044,301965
501966,36.0,210.82,117.93392,301966
501967,26.0,177.8,70.760352,301967
501968,33.0,208.28,104.32616,301968
501969,25.0,187.96,86.18248,301969
501970,21.0,215.9,120.20188,301970
501971,31.0,200.66,97.975872,301971
501972,37.0,198.12,90.7184,301972
501973,23.0,200.66,98.883056,301973
501974,28.0,208.28,111.13004,301974
501975,29.0,182.88,79.3786,301975
501976,31.0,210.82,111.13004,301976
501977,26.0,205.74,106.59412,301977
501978,27.0,208.28,104.32616,301978
501979,28.0,195.58,90.7184,301979
501980,24.0,200.66,110.676448,301980
501981,28.0,182.88,80.739376,301981
501982,28.0,200.66,97.52228,301982
501983,24.0,210.82,118.841104,301983
501984,26.0,193.04,86.18248,301984
501985,32.0,195.58,95.25432,301985
501986,21.0,200.66,111.583632,301986
501987,24.0,205.74,117.93392,301987
501988,29.0,190.5,90.7184,301988
501989,25.0,200.66,104.779752,301989
501990,31.0,215.9,112.490816,301990
501991,34.0,208.28,106.59412,301991
501992,23.0,187.96,92.98636,301992
501993,30.0,208.28,99.79024,301993
501994,28.0,208.28,106.59412,301994
501995,25.0,205.74,108.86208,301995
501996,36.0,190.5,92.98636,301996
501997,36.0,205.74,113.398,301997
501998,25.0,213.36,104.32616,301998
501999,37.0,195.58,102.0582,301999
502000,22.0,205.74,118.841104,302000
502001,27.0,210.82,102.0582,302001
502002,26.0,208.28,122.46984,302002
502003,26.0,200.66,115.66596,302003
502004,26.0,213.36,131.995272,302004
502005,21.0,198.12,97.068688,302005
502006,24.0,203.2,112.490816,302006
502007,29.0,203.2,108.86208,302007
502008,38.0,213.36,115.66596,302008
502009,24.0,205.74,107.954896,302009
502010,31.0,210.82,108.86208,302010
502011,38.0,208.28,112.490816,302011
502012,27.0,205.74,106.59412,302012
502013,20.0,208.28,108.86208,302013
502014,36.0,213.36,113.398,302014
502015,25.0,205.74,117.93392,302015
502016,29.0,185.42,86.18248,302016
502017,33.0,198.12,103.418976,302017
502018,23.0,208.28,108.86208,302018
502019,32.0,185.42,73.481904,302019
502020,36.0,160.02,61.688512,302020
502021,34.0,185.42,83.91452,302021
502022,27.0,185.42,79.3786,302022
502023,29.0,203.2,102.0582,302023
502024,36.0,195.58,97.52228,302024
502025,23.0,190.5,88.45044,302025
502026,25.0,213.36,104.32616,302026
502027,25.0,203.2,88.45044,302027
502028,26.0,190.5,81.64656,302028
502029,21.0,203.2,98.883056,302029
502030,23.0,185.42,86.18248,302030
502031,26.0,208.28,104.32616,302031
502032,23.0,200.66,98.883056,302032
502033,22.0,193.04,95.25432,302033
502034,30.0,195.58,92.98636,302034
502035,33.0,205.74,108.86208,302035
502036,26.0,210.82,115.66596,302036
502037,25.0,208.28,115.66596,302037
502038,37.0,205.74,116.119552,302038
502039,28.0,205.74,113.398,302039
502040,22.0,203.2,98.883056,302040
502041,33.0,198.12,103.418976,302041
502042,20.0,210.82,89.811216,302042
502043,31.0,195.58,95.25432,302043
502044,37.0,200.66,95.25432,302044
502045,27.0,205.74,102.0582,302045
502046,39.0,185.42,79.3786,302046
502047,35.0,195.58,86.18248,302047
502048,31.0,187.96,87.996848,302048
502049,29.0,213.36,114.758776,302049
502050,30.0,208.28,122.46984,302050
502051,21.0,215.9,115.66596,302051
502052,25.0,208.28,102.0582,302052
502053,28.0,215.9,108.86208,302053
502054,30.0,198.12,99.79024,302054
502055,26.0,198.12,98.883056,302055
502056,28.0,205.74,93.439952,302056
502057,31.0,203.2,104.32616,302057
502058,23.0,208.28,105.233344,302058
502059,33.0,195.58,97.975872,302059
502060,30.0,185.42,76.203456,302060
502061,23.0,203.2,117.93392,302061
502062,23.0,205.74,104.32616,302062
502063,25.0,210.82,108.86208,302063
502064,30.0,187.96,90.7184,302064
502065,26.0,203.2,109.315672,302065
502066,30.0,205.74,104.32616,302066
502067,23.0,195.58,92.98636,302067
502068,30.0,195.58,86.18248,302068
502069,33.0,190.5,81.64656,302069
502070,32.0,200.66,106.59412,302070
502071,22.0,195.58,83.460928,302071
502072,23.0,195.58,92.532768,302072
502073,24.0,205.74,125.644984,302073
502074,32.0,218.44,120.20188,302074
502075,28.0,200.66,107.047712,302075
502076,31.0,203.2,108.86208,302076
502077,28.0,205.74,104.32616,302077
502078,29.0,205.74,104.32616,302078
502079,22.0,200.66,95.25432,302079
502080,22.0,177.8,90.7184,302080
502081,21.0,195.58,87.543256,302081
502082,38.0,213.36,111.13004,302082
502083,28.0,187.96,88.45044,302083
502084,25.0,210.82,99.79024,302084
502085,35.0,190.5,95.25432,302085
502086,26.0,210.82,100.243832,302086
502087,21.0,208.28,96.615096,302087
502088,23.0,198.12,104.32616,302088
502089,26.0,213.36,115.66596,302089
502090,26.0,210.82,115.66596,302090
502091,25.0,213.36,115.66596,302091
502092,31.0,198.12,85.275296,302092
502093,24.0,208.28,104.32616,302093
502094,24.0,200.66,96.161504,302094
502095,34.0,182.88,88.45044,302095
502096,25.0,213.36,117.93392,302096
502097,28.0,208.28,102.0582,302097
502098,38.0,190.5,92.98636,302098
502099,33.0,208.28,104.32616,302099
502100,34.0,208.28,122.46984,302100
502101,31.0,180.34,78.471416,302101
502102,24.0,200.66,97.52228,302102
502103,26.0,198.12,101.151016,302103
502104,21.0,205.74,102.0582,302104
502105,27.0,190.5,88.45044,302105
502106,35.0,190.5,81.64656,302106
502107,25.0,208.28,99.79024,302107
502108,24.0,190.5,87.543256,302108
502109,24.0,187.96,81.64656,302109
502110,23.0,203.2,98.883056,302110
502111,32.0,203.2,92.98636,302111
502112,23.0,213.36,101.604608,302112
502113,22.0,208.28,113.398,302113
502114,31.0,208.28,108.86208,302114
502115,34.0,205.74,97.52228,302115
502116,32.0,210.82,106.59412,302116
502117,25.0,210.82,108.86208,302117
502118,28.0,193.04,92.98636,302118
502119,25.0,190.5,86.18248,302119
502120,24.0,205.74,103.872568,302120
502121,25.0,213.36,107.047712,302121
502122,33.0,215.9,117.93392,302122
502123,26.0,208.28,129.27372,302123
502124,34.0,193.04,90.7184,302124
502125,24.0,198.12,102.0582,302125
502126,29.0,210.82,113.398,302126
502127,35.0,193.04,86.18248,302127
502128,28.0,177.8,75.296272,302128
502129,34.0,182.88,81.64656,302129
502130,24.0,182.88,80.739376,302130
502131,33.0,205.74,113.398,302131
502132,38.0,198.12,95.25432,302132
502133,25.0,185.42,77.11064,302133
502134,26.0,213.36,106.59412,302134
502135,28.0,180.34,83.460928,302135
502136,25.0,190.5,89.357624,302136
502137,29.0,200.66,103.418976,302137
502138,22.0,203.2,95.25432,302138
502139,33.0,190.5,83.91452,302139
502140,33.0,205.74,113.398,302140
502141,27.0,187.96,85.728888,302141
502142,25.0,198.12,111.13004,302142
502143,29.0,210.82,113.398,302143
502144,32.0,203.2,100.243832,302144
502145,31.0,208.28,127.00576,302145
502146,23.0,195.58,85.728888,302146
502147,34.0,190.5,83.91452,302147
502148,24.0,203.2,131.088088,302148
502149,32.0,187.96,86.18248,302149
502150,30.0,208.28,106.59412,302150
502151,21.0,200.66,89.357624,302151
502152,31.0,200.66,109.769264,302152
502153,29.0,193.04,86.18248,302153
502154,23.0,200.66,97.52228,302154
502155,30.0,200.66,115.66596,302155
502156,35.0,200.66,91.625584,302156
502157,25.0,195.58,92.98636,302157
502158,25.0,213.36,113.398,302158
502159,26.0,210.82,104.32616,302159
502160,21.0,208.28,97.52228,302160
502161,26.0,193.04,95.25432,302161
502162,33.0,187.96,86.18248,302162
502163,24.0,195.58,92.532768,302163
502164,24.0,187.96,78.471416,302164
502165,25.0,210.82,108.86208,302165
502166,24.0,200.66,97.52228,302166
502167,21.0,198.12,101.151016,302167
502168,31.0,203.2,113.398,302168
502169,34.0,205.74,95.25432,302169
502170,24.0,193.04,88.45044,302170
502171,30.0,200.66,115.66596,302171
502172,37.0,198.12,97.52228,302172
502173,23.0,198.12,83.91452,302173
502174,25.0,203.2,100.243832,302174
502175,25.0,200.66,95.25432,302175
502176,24.0,205.74,104.32616,302176
502177,29.0,215.9,142.88148,302177
502178,27.0,198.12,95.25432,302178
502179,26.0,185.42,91.171992,302179
502180,31.0,208.28,117.93392,302180
502181,33.0,203.2,99.79024,302181
502182,25.0,182.88,79.3786,302182
502183,35.0,200.66,103.418976,302183
502184,33.0,208.28,104.32616,302184
502185,25.0,205.74,108.86208,302185
502186,29.0,228.6,120.20188,302186
502187,26.0,210.82,120.20188,302187
502188,30.0,200.66,98.883056,302188
502189,25.0,195.58,101.604608,302189
502190,27.0,208.28,122.46984,302190
502191,25.0,200.66,99.79024,302191
502192,31.0,190.5,83.91452,302192
502193,27.0,205.74,111.13004,302193
502194,37.0,200.66,97.52228,302194
502195,40.0,205.74,117.93392,302195
502196,25.0,205.74,117.93392,302196
502197,25.0,193.04,97.52228,302197
502198,24.0,190.5,88.45044,302198
502199,27.0,213.36,122.46984,302199
502200,26.0,213.36,104.32616,302200
502201,27.0,190.5,81.64656,302201
502202,22.0,203.2,98.883056,302202
502203,27.0,187.96,86.18248,302203
502204,24.0,185.42,86.18248,302204
502205,27.0,208.28,104.32616,302205
502206,25.0,203.2,112.490816,302206
502207,22.0,198.12,99.79024,302207
502208,39.0,198.12,97.975872,302208
502209,22.0,200.66,111.583632,302209
502210,25.0,210.82,118.841104,302210
502211,27.0,195.58,86.18248,302211
502212,33.0,195.58,95.25432,302212
502213,23.0,205.74,102.965384,302213
502214,26.0,210.82,131.54168,302214
502215,23.0,195.58,99.79024,302215
502216,26.0,200.66,104.779752,302216
502217,32.0,205.74,110.222856,302217
502218,24.0,187.96,92.98636,302218
502219,35.0,208.28,97.52228,302219
502220,37.0,195.58,99.79024,302220
502221,29.0,200.66,97.52228,302221
502222,31.0,195.58,97.975872,302222
502223,32.0,185.42,83.91452,302223
502224,28.0,185.42,79.3786,302224
502225,25.0,187.96,77.564232,302225
502226,31.0,208.28,99.79024,302226
502227,26.0,210.82,111.13004,302227
502228,25.0,200.66,97.52228,302228
502229,22.0,198.12,101.151016,302229
502230,22.0,215.9,110.222856,302230
502231,26.0,210.82,123.377024,302231
502232,32.0,203.2,113.398,302232
502233,25.0,205.74,103.872568,302233
502234,24.0,198.12,104.32616,302234
502235,21.0,213.36,102.965384,302235
502236,30.0,203.2,102.0582,302236
502237,39.0,213.36,115.66596,302237
502238,32.0,210.82,108.408488,302238
502239,28.0,205.74,106.59412,302239
502240,25.0,198.12,95.25432,302240
502241,21.0,208.28,115.66596,302241
502242,26.0,205.74,122.46984,302242
502243,24.0,195.58,90.7184,302243
502244,30.0,185.42,88.45044,302244
502245,34.0,198.12,92.98636,302245
502246,24.0,208.28,113.398,302246
502247,24.0,200.66,98.883056,302247
502248,35.0,182.88,81.64656,302248
502249,25.0,205.74,107.954896,302249
502250,29.0,208.28,106.59412,302250
502251,36.0,195.58,86.18248,302251
502252,37.0,190.5,88.45044,302252
502253,29.0,187.96,88.45044,302253
502254,26.0,210.82,99.79024,302254
502255,28.0,195.58,81.64656,302255
502256,27.0,210.82,100.243832,302256
502257,24.0,205.74,106.140528,302257
502258,24.0,200.66,111.13004,302258
502259,21.0,185.42,79.832192,302259
502260,31.0,185.42,76.203456,302260
502261,34.0,195.58,97.52228,302261
502262,27.0,210.82,115.66596,302262
502263,26.0,208.28,115.66596,302263
502264,21.0,200.66,100.697424,302264
502265,38.0,205.74,116.119552,302265
502266,29.0,205.74,113.398,302266
502267,23.0,203.2,98.883056,302267
502268,34.0,198.12,103.418976,302268
502269,21.0,193.04,87.996848,302269
502270,21.0,213.36,99.336648,302270
502271,32.0,195.58,95.25432,302271
502272,38.0,200.66,95.25432,302272
502273,28.0,205.74,102.0582,302273
502274,40.0,185.42,79.3786,302274
502275,25.0,195.58,92.532768,302275
502276,39.0,213.36,111.13004,302276
502277,22.0,190.5,88.904032,302277
502278,23.0,205.74,109.769264,302278
502279,23.0,200.66,95.25432,302279
502280,37.0,205.74,113.398,302280
502281,26.0,213.36,113.398,302281
502282,23.0,205.74,118.841104,302282
502283,28.0,210.82,106.59412,302283
502284,27.0,208.28,122.46984,302284
502285,27.0,213.36,115.66596,302285
502286,27.0,200.66,115.66596,302286
502287,24.0,208.28,115.66596,302287
502288,31.0,195.58,92.98636,302288
502289,26.0,210.82,108.86208,302289
502290,24.0,215.9,111.583632,302290
502291,26.0,205.74,107.047712,302291
502292,31.0,187.96,88.45044,302292
502293,27.0,205.74,107.954896,302293
502294,31.0,205.74,104.32616,302294
502295,24.0,195.58,97.52228,302295
502296,31.0,195.58,88.45044,302296
502297,34.0,190.5,81.64656,302297
502298,23.0,195.58,83.460928,302298
502299,29.0,200.66,107.047712,302299
502300,22.0,208.28,100.243832,302300
502301,32.0,203.2,108.86208,302301
502302,20.0,210.82,110.222856,302302
502303,29.0,205.74,106.59412,302303
502304,21.0,208.28,106.59412,302304
502305,34.0,187.96,86.18248,302305
502306,27.0,210.82,115.212368,302306
502307,22.0,208.28,97.52228,302307
502308,26.0,203.2,99.79024,302308
502309,27.0,213.36,106.59412,302309
502310,29.0,180.34,82.100152,302310
502311,26.0,190.5,89.357624,302311
502312,30.0,200.66,103.418976,302312
502313,23.0,203.2,95.25432,302313
502314,20.0,187.96,80.285784,302314
502315,34.0,205.74,113.398,302315
502316,28.0,187.96,85.728888,302316
502317,26.0,210.82,108.86208,302317
502318,33.0,210.82,106.59412,302318
502319,32.0,208.28,108.86208,302319
502320,26.0,213.36,127.00576,302320
502321,25.0,208.28,108.86208,302321
502322,25.0,200.66,96.161504,302322
502323,35.0,182.88,88.45044,302323
502324,26.0,213.36,117.93392,302324
502325,23.0,187.96,85.728888,302325
502326,29.0,208.28,104.32616,302326
502327,39.0,190.5,92.98636,302327
502328,32.0,180.34,78.471416,302328
502329,23.0,205.74,100.243832,302329
502330,27.0,198.12,101.151016,302330
502331,23.0,195.58,90.7184,302331
502332,26.0,185.42,77.11064,302332
502333,22.0,210.82,111.13004,302333
502334,34.0,205.74,113.398,302334
502335,31.0,208.28,122.46984,302335
502336,27.0,220.98,117.93392,302336
502337,30.0,213.36,116.573144,302337
502338,20.0,205.74,122.46984,302338
502339,22.0,187.96,89.357624,302339
502340,23.0,185.42,83.91452,302340
502341,31.0,198.12,90.7184,302341
502342,24.0,215.9,99.79024,302342
502343,28.0,208.28,104.32616,302343
502344,32.0,203.2,104.32616,302344
502345,25.0,200.66,110.676448,302345
502346,24.0,203.2,99.79024,302346
502347,29.0,193.04,92.98636,302347
502348,26.0,213.36,107.047712,302348
502349,21.0,208.28,106.140528,302349
502350,34.0,215.9,117.93392,302350
502351,27.0,208.28,129.27372,302351
502352,35.0,193.04,83.91452,302352
502353,25.0,198.12,102.0582,302353
502354,30.0,210.82,113.398,302354
502355,32.0,208.28,120.20188,302355
502356,19.0,215.9,106.59412,302356
502357,25.0,182.88,80.739376,302357
502358,26.0,198.12,111.13004,302358
502359,26.0,190.5,86.18248,302359
502360,22.0,205.74,102.0582,302360
