StatsID,AvgPoints,AvgRebounds,AvgAssists,Net_Rating,Games_Played,OffRebounds,DefRebounds,TeamPlays,ShootingEff,AssistPct,Season_ID
400000,5.7,16.1,3.1,16.1,55,0.18600000000000003,0.32299999999999995,0.1,0.479,0.113,300000
400001,2.3,1.5,0.3,12.3,15,0.078,0.151,0.175,0.43,0.048,300001
400002,0.8,1.0,0.4,-2.1,9,0.105,0.102,0.10300000000000001,0.376,0.14800000000000002,300002
400003,3.7,2.3,0.6,-8.7,64,0.06,0.149,0.16699999999999998,0.39899999999999997,0.077,300003
400004,2.4,2.4,0.2,-11.2,27,0.109,0.179,0.127,0.611,0.04,300004
400005,8.2,2.7,1.0,4.1,52,0.034,0.126,0.22,0.541,0.102,300005
400006,17.2,4.1,3.4,4.1,80,0.035,0.091,0.209,0.5589999999999999,0.149,300006
400007,14.9,8.0,1.6,3.3,77,0.095,0.183,0.222,0.52,0.087,300007
400008,5.7,1.6,1.3,-0.3,71,0.036000000000000004,0.076,0.172,0.539,0.141,300008
400009,6.9,1.5,3.0,-1.2,82,0.018000000000000002,0.081,0.177,0.557,0.262,300009
400010,2.4,0.4,1.2,-7.4,9,0.0,0.053,0.187,0.47,0.21600000000000003,300010
400011,0.0,0.0,0.0,-147.5,1,0.0,0.0,0.126,0.0,0.0,300011
400012,5.0,1.7,2.0,6.6,13,0.011000000000000001,0.098,0.14400000000000002,0.565,0.191,300012
400013,1.3,1.0,1.0,-57.4,3,0.0,0.15,0.115,0.5,0.375,300013
400014,1.7,1.8,0.3,-3.9,20,0.044000000000000004,0.258,0.175,0.444,0.067,300014
400015,2.6,2.1,0.5,-15.4,28,0.106,0.102,0.158,0.47200000000000003,0.076,300015
400016,4.4,6.6,0.8,-6.6,78,0.107,0.20600000000000002,0.11199999999999999,0.452,0.05,300016
400017,3.8,0.9,2.0,-1.4,12,0.01,0.102,0.188,0.588,0.436,300017
400018,6.0,1.6,0.8,2.4,65,0.071,0.08800000000000001,0.22,0.579,0.111,300018
400019,3.0,1.0,2.4,-1.2,67,0.027000000000000003,0.085,0.145,0.515,0.33899999999999997,300019
400020,15.0,4.6,1.8,-6.8,72,0.057,0.107,0.207,0.5329999999999999,0.087,300020
400021,5.1,4.1,0.6,-2.0,72,0.107,0.21600000000000003,0.218,0.451,0.07400000000000001,300021
400022,10.6,3.2,2.4,-6.4,28,0.032,0.11199999999999999,0.21600000000000003,0.51,0.161,300022
400023,7.1,11.1,0.9,-5.9,82,0.10300000000000001,0.294,0.114,0.5429999999999999,0.042,300023
400024,6.4,2.3,1.1,2.3,62,0.066,0.091,0.18100000000000002,0.521,0.1,300024
400025,2.6,2.8,0.4,-11.8,46,0.11199999999999999,0.14300000000000002,0.111,0.535,0.055999999999999994,300025
400026,7.8,2.2,1.7,-3.1,68,0.024,0.07,0.14300000000000002,0.505,0.092,300026
400027,3.6,1.1,1.7,-1.3,61,0.031,0.085,0.172,0.514,0.258,300027
400028,1.0,0.0,0.0,-53.7,2,0.0,0.0,0.185,0.258,0.0,300028
400029,12.5,3.1,2.1,1.9,66,0.021,0.092,0.188,0.519,0.106,300029
400030,3.9,1.2,1.5,5.1,80,0.031,0.087,0.18600000000000003,0.491,0.223,300030
400031,10.0,1.8,4.3,-7.7,75,0.016,0.057,0.18100000000000002,0.516,0.252,300031
400032,8.5,6.3,0.9,-0.7,82,0.1,0.20800000000000002,0.182,0.513,0.064,300032
400033,0.0,2.0,0.0,-39.9,2,0.188,0.2,0.213,0.0,0.0,300033
400034,18.1,10.1,3.4,-5.4,57,0.08,0.225,0.24,0.518,0.161,300034
400035,8.0,4.8,2.7,-0.2,50,0.067,0.127,0.16699999999999998,0.462,0.154,300035
400036,16.8,6.5,4.4,12.2,61,0.049,0.166,0.21100000000000002,0.5920000000000001,0.2,300036
400037,3.0,2.3,0.3,-42.1,6,0.113,0.25,0.263,0.319,0.071,300037
400038,2.4,0.8,0.0,-19.6,8,0.057999999999999996,0.071,0.231,0.42200000000000004,0.0,300038
400039,2.6,0.6,0.4,17.5,5,0.026000000000000002,0.049,0.192,0.38799999999999996,0.065,300039
400040,1.9,1.9,0.6,-0.9,48,0.099,0.151,0.163,0.41100000000000003,0.11199999999999999,300040
400041,14.0,8.4,1.9,-3.3,25,0.057999999999999996,0.217,0.22699999999999998,0.47100000000000003,0.092,300041
400042,18.2,6.4,1.9,-10.3,63,0.10099999999999999,0.154,0.297,0.517,0.11800000000000001,300042
400043,10.9,3.8,1.0,-5.9,37,0.06,0.152,0.264,0.493,0.091,300043
400044,2.8,2.1,0.3,-1.5,47,0.092,0.159,0.154,0.523,0.053,300044
400045,3.5,2.5,0.4,-4.6,62,0.073,0.13699999999999998,0.131,0.552,0.047,300045
400046,2.2,0.4,1.3,-12.4,27,0.009000000000000001,0.046,0.134,0.479,0.23399999999999999,300046
400047,2.5,0.7,0.6,-10.3,22,0.051,0.059000000000000004,0.244,0.37799999999999995,0.146,300047
400048,3.1,1.3,0.4,-8.7,56,0.045,0.11800000000000001,0.19,0.47600000000000003,0.085,300048
400049,4.5,2.9,1.0,1.3,47,0.132,0.14400000000000002,0.204,0.501,0.14,300049
400050,7.3,4.5,0.9,-8.6,61,0.098,0.21,0.222,0.478,0.08800000000000001,300050
400051,14.5,5.3,3.9,-2.6,81,0.031,0.135,0.184,0.5429999999999999,0.165,300051
400052,13.3,11.6,1.4,8.1,80,0.11199999999999999,0.256,0.179,0.584,0.066,300052
400053,14.8,3.1,1.7,1.6,68,0.024,0.098,0.226,0.562,0.10400000000000001,300053
400054,5.1,5.7,0.3,-1.2,73,0.124,0.205,0.128,0.524,0.02,300054
400055,2.9,2.0,0.7,1.4,7,0.065,0.156,0.13,0.521,0.106,300055
400056,1.7,0.9,0.2,11.5,20,0.048,0.13699999999999998,0.19,0.539,0.055999999999999994,300056
400057,8.0,8.3,1.5,4.3,68,0.099,0.19899999999999998,0.122,0.5379999999999999,0.067,300057
400058,4.5,1.0,2.4,2.5,82,0.024,0.067,0.192,0.53,0.29600000000000004,300058
400059,5.0,1.1,0.9,-3.3,36,0.02,0.054000000000000006,0.154,0.466,0.08800000000000001,300059
400060,9.7,5.8,1.2,2.9,82,0.09,0.218,0.22699999999999998,0.536,0.1,300060
400061,16.1,4.0,2.6,3.4,76,0.045,0.09699999999999999,0.22899999999999998,0.557,0.129,300061
400062,1.4,2.8,0.3,2.5,72,0.10400000000000001,0.18899999999999997,0.083,0.439,0.042,300062
400063,2.0,1.6,0.3,5.0,20,0.16699999999999998,0.284,0.22399999999999998,0.441,0.08800000000000001,300063
400064,7.3,1.8,2.3,1.3,66,0.027999999999999997,0.095,0.214,0.541,0.23399999999999999,300064
400065,11.9,4.3,2.9,1.4,69,0.037000000000000005,0.121,0.207,0.48700000000000004,0.158,300065
400066,8.3,1.6,1.8,-2.7,69,0.021,0.076,0.207,0.537,0.163,300066
400067,0.1,0.8,0.4,-14.7,8,0.036000000000000004,0.147,0.158,0.055999999999999994,0.136,300067
400068,3.7,5.2,0.6,-12.2,41,0.133,0.253,0.15,0.405,0.065,300068
400069,3.4,2.0,1.4,-7.8,23,0.069,0.098,0.149,0.493,0.159,300069
400070,5.0,1.8,0.9,1.7,75,0.03,0.10400000000000001,0.16699999999999998,0.52,0.09,300070
400071,7.3,4.0,1.2,9.0,75,0.114,0.134,0.184,0.574,0.094,300071
400072,10.9,4.5,9.0,2.4,55,0.039,0.106,0.17,0.498,0.37,300072
400073,2.4,1.0,0.3,-24.2,8,0.018000000000000002,0.14,0.172,0.413,0.067,300073
400074,13.4,13.5,1.2,-8.8,41,0.16699999999999998,0.248,0.209,0.44299999999999995,0.062,300074
400075,3.6,1.5,1.0,0.7,25,0.077,0.067,0.154,0.496,0.124,300075
400076,14.5,2.9,4.4,14.4,82,0.031,0.08199999999999999,0.2,0.596,0.21,300076
400077,5.0,0.5,1.4,-17.8,13,0.021,0.04,0.259,0.609,0.327,300077
400078,4.1,2.8,0.2,1.3,45,0.099,0.198,0.19899999999999998,0.494,0.03,300078
400079,12.6,9.0,2.4,1.1,67,0.094,0.19,0.161,0.546,0.11199999999999999,300079
400080,13.9,3.9,3.0,10.3,82,0.04,0.098,0.17300000000000001,0.616,0.14300000000000002,300080
400081,1.9,1.5,0.2,-10.8,21,0.055999999999999994,0.141,0.132,0.408,0.045,300081
400082,6.7,1.5,0.4,1.2,53,0.034,0.067,0.171,0.555,0.036000000000000004,300082
400083,1.8,0.8,0.0,-13.1,12,0.053,0.17800000000000002,0.265,0.52,0.0,300083
400084,3.9,1.4,1.6,3.2,28,0.028999999999999998,0.105,0.19399999999999998,0.46,0.215,300084
400085,21.8,4.6,7.1,10.3,82,0.04,0.102,0.264,0.545,0.33,300085
400086,10.8,5.2,1.1,2.5,82,0.10099999999999999,0.16699999999999998,0.212,0.569,0.077,300086
400087,3.8,1.3,0.3,8.9,4,0.03,0.111,0.174,0.49700000000000005,0.043,300087
400088,8.3,6.4,1.9,-8.2,41,0.106,0.185,0.175,0.512,0.125,300088
400089,10.2,2.8,1.7,-2.7,64,0.027000000000000003,0.111,0.20600000000000002,0.527,0.125,300089
400090,2.8,1.7,0.3,-14.1,52,0.102,0.16899999999999998,0.195,0.5,0.064,300090
400091,10.6,2.2,2.2,-5.8,80,0.031,0.064,0.203,0.503,0.14300000000000002,300091
400092,10.6,6.6,0.4,6.9,73,0.098,0.217,0.185,0.618,0.024,300092
400093,26.8,4.0,2.0,3.2,79,0.025,0.087,0.272,0.605,0.08800000000000001,300093
400094,4.8,2.0,0.9,-22.4,17,0.026000000000000002,0.133,0.17300000000000001,0.512,0.11599999999999999,300094
400095,21.1,6.3,3.1,-2.9,80,0.051,0.14400000000000002,0.278,0.528,0.146,300095
400096,5.0,3.4,0.6,4.0,65,0.096,0.15,0.154,0.523,0.057999999999999996,300096
400097,3.9,5.5,0.4,-14.2,82,0.109,0.21899999999999997,0.106,0.531,0.033,300097
400098,9.5,2.8,6.3,-9.4,65,0.015,0.099,0.177,0.526,0.358,300098
400099,2.0,1.9,0.3,-8.0,40,0.059000000000000004,0.192,0.114,0.466,0.048,300099
400100,3.5,2.4,0.4,-0.9,79,0.078,0.166,0.168,0.508,0.055,300100
400101,3.3,0.5,0.4,3.6,28,0.013000000000000001,0.063,0.245,0.47600000000000003,0.1,300101
400102,9.6,3.5,1.5,-2.1,23,0.057999999999999996,0.11,0.18899999999999997,0.519,0.10300000000000001,300102
400103,7.3,7.3,0.4,15.9,77,0.133,0.24600000000000002,0.146,0.561,0.021,300103
400104,23.2,9.2,3.0,6.5,78,0.075,0.20600000000000002,0.308,0.5579999999999999,0.158,300104
400105,4.1,3.3,0.9,1.7,78,0.045,0.136,0.102,0.47700000000000004,0.059000000000000004,300105
400106,5.5,1.8,2.8,-7.3,4,0.055999999999999994,0.045,0.139,0.5379999999999999,0.23399999999999999,300106
400107,21.4,9.0,7.3,6.9,80,0.049,0.23199999999999998,0.28300000000000003,0.556,0.35600000000000004,300107
400108,7.6,2.3,3.2,-7.5,21,0.015,0.095,0.163,0.455,0.20199999999999999,300108
400109,8.0,7.3,0.6,1.2,68,0.10800000000000001,0.247,0.135,0.603,0.035,300109
400110,1.2,0.6,0.3,3.9,46,0.026000000000000002,0.128,0.1,0.621,0.085,300110
400111,1.3,1.7,0.1,-8.6,31,0.127,0.289,0.184,0.382,0.038,300111
400112,10.5,1.9,6.8,-8.6,76,0.015,0.057999999999999996,0.175,0.517,0.353,300112
400113,7.9,1.5,2.6,-6.5,49,0.008,0.078,0.18600000000000003,0.5379999999999999,0.209,300113
400114,1.5,1.4,0.0,-0.4,20,0.132,0.192,0.156,0.41700000000000004,0.0,300114
400115,1.1,1.7,0.1,-3.5,34,0.132,0.18,0.165,0.34700000000000003,0.018000000000000002,300115
400116,3.3,2.3,0.3,-9.1,4,0.067,0.16699999999999998,0.157,0.47200000000000003,0.036000000000000004,300116
400117,4.6,2.1,0.7,7.7,61,0.068,0.11900000000000001,0.168,0.5379999999999999,0.079,300117
400118,11.0,5.9,2.8,-3.0,66,0.077,0.152,0.18899999999999997,0.514,0.154,300118
400119,6.1,2.3,2.9,-6.3,51,0.04,0.078,0.153,0.46299999999999997,0.204,300119
400120,7.0,3.7,1.3,0.9,9,0.11800000000000001,0.154,0.27699999999999997,0.45299999999999996,0.14,300120
400121,7.8,3.1,1.9,-11.1,61,0.039,0.11599999999999999,0.193,0.47200000000000003,0.14,300121
400122,7.6,5.5,1.9,4.0,82,0.092,0.152,0.129,0.602,0.113,300122
400123,9.2,3.8,4.8,1.0,82,0.042,0.134,0.19899999999999998,0.519,0.318,300123
400124,2.9,0.8,3.0,-2.6,49,0.015,0.05,0.14,0.48200000000000004,0.336,300124
400125,12.6,3.6,3.4,3.3,69,0.034,0.10099999999999999,0.20800000000000002,0.514,0.17800000000000002,300125
400126,1.7,1.2,0.2,-38.4,6,0.023,0.171,0.153,0.33299999999999996,0.048,300126
400127,7.5,1.9,2.6,4.1,59,0.03,0.08900000000000001,0.2,0.526,0.22399999999999998,300127
400128,5.0,1.2,2.6,2.9,25,0.032,0.052000000000000005,0.17,0.551,0.249,300128
400129,1.2,0.6,0.2,4.9,16,0.073,0.109,0.18600000000000003,0.484,0.086,300129
400130,2.2,2.4,0.2,-11.1,70,0.08900000000000001,0.196,0.11900000000000001,0.517,0.039,300130
400131,1.4,0.6,0.5,-12.5,14,0.017,0.121,0.168,0.455,0.19399999999999998,300131
400132,10.5,5.9,1.2,-7.7,24,0.098,0.185,0.213,0.511,0.078,300132
400133,7.2,2.5,4.1,-10.5,77,0.028999999999999998,0.095,0.184,0.478,0.297,300133
400134,13.4,7.9,2.1,8.1,69,0.08199999999999999,0.282,0.24,0.5920000000000001,0.136,300134
400135,8.6,6.2,0.7,-3.7,80,0.084,0.21899999999999997,0.16899999999999998,0.5429999999999999,0.042,300135
400136,18.3,7.3,1.4,-7.5,74,0.07,0.163,0.267,0.509,0.079,300136
400137,2.7,2.0,0.5,0.7,64,0.081,0.11800000000000001,0.136,0.467,0.068,300137
400138,7.2,7.9,0.8,-8.0,83,0.1,0.207,0.11900000000000001,0.523,0.045,300138
400139,5.2,2.7,1.9,5.2,83,0.031,0.129,0.147,0.524,0.163,300139
400140,6.2,4.3,0.5,-8.3,33,0.129,0.163,0.168,0.599,0.051,300140
400141,4.0,2.0,0.4,-6.4,47,0.079,0.14,0.22399999999999998,0.435,0.077,300141
400142,3.8,3.5,0.5,6.7,62,0.11,0.177,0.126,0.5720000000000001,0.051,300142
400143,2.2,3.7,0.3,-6.2,45,0.10800000000000001,0.20800000000000002,0.105,0.44299999999999995,0.03,300143
400144,6.6,3.9,0.8,-9.7,30,0.114,0.184,0.20199999999999999,0.51,0.078,300144
400145,3.1,0.6,0.6,4.8,8,0.021,0.07,0.179,0.687,0.135,300145
400146,14.8,3.0,2.2,2.9,81,0.02,0.086,0.223,0.531,0.11699999999999999,300146
400147,23.5,4.1,7.5,-7.0,76,0.04,0.07200000000000001,0.284,0.513,0.32,300147
400148,19.8,9.9,1.6,10.5,66,0.1,0.22899999999999998,0.275,0.578,0.086,300148
400149,6.6,1.4,2.7,-6.2,67,0.019,0.087,0.214,0.526,0.27699999999999997,300149
400150,1.6,3.2,0.2,-13.3,53,0.136,0.249,0.1,0.48,0.038,300150
400151,5.3,4.2,0.5,-5.6,71,0.132,0.198,0.17300000000000001,0.552,0.05,300151
400152,5.3,5.3,0.5,-1.2,52,0.096,0.182,0.12300000000000001,0.498,0.031,300152
400153,20.5,4.5,5.6,4.6,59,0.040999999999999995,0.096,0.254,0.5539999999999999,0.27,300153
400154,6.5,1.4,3.7,-4.1,60,0.011000000000000001,0.066,0.168,0.531,0.305,300154
400155,16.2,11.4,5.7,2.6,73,0.07400000000000001,0.239,0.179,0.585,0.21600000000000003,300155
400156,0.0,7.0,0.0,-50.0,1,0.111,0.7140000000000001,0.149,0.0,0.0,300156
400157,14.5,3.4,3.6,-10.4,72,0.027000000000000003,0.096,0.248,0.48700000000000004,0.20800000000000002,300157
400158,7.4,2.4,0.9,2.2,82,0.054000000000000006,0.111,0.21,0.522,0.08900000000000001,300158
400159,17.5,9.0,3.2,-9.3,82,0.10300000000000001,0.18899999999999997,0.251,0.474,0.15,300159
400160,10.5,7.3,0.8,3.4,82,0.098,0.20600000000000002,0.187,0.537,0.049,300160
400161,2.5,1.7,0.2,1.4,6,0.07400000000000001,0.22899999999999998,0.217,0.55,0.063,300161
400162,1.6,1.3,0.4,-15.7,17,0.038,0.2,0.20600000000000002,0.376,0.146,300162
400163,0.0,0.0,0.0,300.0,1,0.0,0.0,0.0,0.0,0.0,300163
400164,16.2,8.1,2.1,-10.6,75,0.07200000000000001,0.185,0.223,0.523,0.106,300164
400165,14.9,4.2,2.6,-5.6,52,0.048,0.09,0.201,0.5479999999999999,0.125,300165
400166,15.1,4.0,3.2,4.4,81,0.036000000000000004,0.08800000000000001,0.19899999999999998,0.519,0.13699999999999998,300166
400167,4.5,5.6,0.7,-6.3,42,0.151,0.223,0.14,0.47100000000000003,0.067,300167
400168,18.0,6.0,5.7,7.5,62,0.062,0.122,0.231,0.5479999999999999,0.261,300168
400169,4.2,4.8,0.6,2.0,58,0.13,0.182,0.11900000000000001,0.5589999999999999,0.055999999999999994,300169
400170,11.6,4.1,1.6,-4.2,79,0.08199999999999999,0.11199999999999999,0.23,0.535,0.10800000000000001,300170
400171,7.2,1.5,3.2,-8.8,80,0.023,0.081,0.218,0.528,0.3,300171
400172,3.5,1.8,1.1,5.7,62,0.055999999999999994,0.107,0.166,0.41200000000000003,0.13,300172
400173,0.0,0.3,0.3,-12.1,3,0.048,0.0,0.214,0.0,0.1,300173
400174,10.4,9.7,0.7,-0.2,80,0.138,0.215,0.159,0.532,0.04,300174
400175,16.6,3.6,2.0,-9.1,82,0.039,0.07400000000000001,0.214,0.537,0.1,300175
400176,20.2,4.1,8.8,-3.7,81,0.028999999999999998,0.09,0.253,0.516,0.38,300176
400177,12.2,8.3,1.7,-8.3,82,0.079,0.172,0.155,0.537,0.078,300177
400178,10.8,4.5,3.2,4.7,36,0.043,0.111,0.157,0.523,0.158,300178
400179,12.5,2.0,3.4,-10.0,24,0.006999999999999999,0.07400000000000001,0.188,0.552,0.195,300179
400180,10.6,4.1,1.8,2.3,82,0.04,0.134,0.177,0.523,0.102,300180
400181,13.5,6.1,2.2,3.1,77,0.079,0.184,0.22699999999999998,0.574,0.136,300181
400182,6.1,1.1,2.6,0.3,67,0.039,0.05,0.222,0.525,0.308,300182
400183,10.9,1.4,4.1,-4.5,82,0.016,0.06,0.23199999999999998,0.539,0.292,300183
400184,1.8,0.8,0.5,-2.6,24,0.03,0.11800000000000001,0.159,0.51,0.136,300184
400185,2.3,1.6,0.4,-2.0,36,0.109,0.09699999999999999,0.14,0.536,0.07200000000000001,300185
400186,17.7,8.5,1.3,9.6,6,0.161,0.237,0.33399999999999996,0.5589999999999999,0.111,300186
400187,2.3,2.7,0.2,-7.5,35,0.128,0.21600000000000003,0.172,0.475,0.045,300187
400188,16.8,3.6,7.3,-7.4,74,0.024,0.084,0.18899999999999997,0.563,0.28600000000000003,300188
400189,3.6,1.1,1.2,2.8,65,0.031,0.069,0.134,0.509,0.13699999999999998,300189
400190,3.0,2.8,0.3,-1.5,45,0.091,0.183,0.15,0.465,0.045,300190
400191,3.0,1.3,2.0,-3.7,76,0.031,0.08800000000000001,0.154,0.449,0.264,300191
400192,2.9,2.1,0.4,-5.9,70,0.063,0.177,0.12300000000000001,0.552,0.057,300192
400193,5.2,1.3,2.2,2.0,82,0.013999999999999999,0.09300000000000001,0.183,0.5660000000000001,0.268,300193
400194,10.8,4.1,1.5,13.5,81,0.040999999999999995,0.11800000000000001,0.15,0.6,0.07,300194
400195,6.3,5.4,0.7,6.9,74,0.135,0.184,0.149,0.574,0.059000000000000004,300195
400196,6.7,1.5,1.3,6.7,79,0.017,0.075,0.157,0.59,0.11,300196
400197,10.6,3.4,1.4,2.0,79,0.036000000000000004,0.095,0.165,0.53,0.07,300197
400198,8.0,4.5,0.7,-9.7,75,0.076,0.151,0.19,0.46299999999999997,0.047,300198
400199,1.1,0.7,0.4,-8.9,19,0.043,0.152,0.16699999999999998,0.43,0.19,300199
400200,9.8,5.4,0.7,-5.7,56,0.098,0.154,0.168,0.575,0.046,300200
400201,14.6,6.6,1.3,4.1,50,0.08800000000000001,0.18100000000000002,0.24600000000000002,0.522,0.073,300201
400202,19.2,13.5,4.7,7.5,53,0.127,0.28,0.23,0.581,0.20800000000000002,300202
400203,0.3,1.1,0.3,2.6,12,0.068,0.10300000000000001,0.025,0.4,0.046,300203
400204,10.8,9.8,2.8,3.4,80,0.107,0.218,0.155,0.545,0.127,300204
400205,18.1,8.8,2.7,11.0,82,0.084,0.18600000000000003,0.23600000000000002,0.562,0.133,300205
400206,4.6,3.4,0.7,-4.9,19,0.057999999999999996,0.179,0.165,0.461,0.07200000000000001,300206
400207,3.3,2.6,0.4,-0.6,76,0.098,0.135,0.12300000000000001,0.535,0.055,300207
400208,6.1,2.1,0.9,3.8,55,0.043,0.11599999999999999,0.184,0.5579999999999999,0.099,300208
400209,9.3,2.9,6.1,5.2,65,0.013000000000000001,0.094,0.16899999999999998,0.526,0.309,300209
400210,3.9,7.3,0.5,-0.2,81,0.134,0.249,0.107,0.449,0.036000000000000004,300210
400211,19.0,7.9,0.6,-4.1,47,0.11900000000000001,0.21600000000000003,0.312,0.58,0.046,300211
400212,2.0,0.3,0.3,-29.8,3,0.1,0.0,0.233,0.5,0.125,300212
400213,13.4,6.2,2.5,4.5,80,0.048,0.157,0.175,0.544,0.111,300213
400214,4.3,2.2,0.6,-7.3,73,0.049,0.155,0.17800000000000002,0.486,0.075,300214
400215,14.5,4.0,4.1,-4.9,79,0.033,0.106,0.175,0.645,0.195,300215
400216,4.6,1.7,1.6,-11.4,41,0.039,0.08800000000000001,0.155,0.486,0.156,300216
400217,20.1,10.3,4.6,3.4,72,0.10099999999999999,0.207,0.244,0.5539999999999999,0.193,300217
400218,5.2,2.8,4.1,4.0,79,0.031,0.11599999999999999,0.14,0.522,0.282,300218
400219,6.8,5.2,1.3,4.1,70,0.07200000000000001,0.16399999999999998,0.145,0.475,0.077,300219
400220,4.8,1.7,0.9,4.9,47,0.027999999999999997,0.146,0.172,0.59,0.122,300220
400221,20.7,4.2,3.1,-6.8,81,0.053,0.063,0.254,0.524,0.134,300221
400222,3.3,0.9,1.4,4.5,54,0.013999999999999999,0.086,0.19899999999999998,0.491,0.233,300222
400223,15.9,3.0,5.0,-1.7,61,0.03,0.08900000000000001,0.27399999999999997,0.541,0.313,300223
400224,5.6,2.0,1.1,-1.7,52,0.026000000000000002,0.10400000000000001,0.165,0.521,0.10800000000000001,300224
400225,9.3,4.0,1.0,-4.9,82,0.064,0.124,0.183,0.523,0.068,300225
400226,11.0,3.7,1.3,10.6,81,0.047,0.145,0.198,0.584,0.08900000000000001,300226
400227,4.9,3.4,0.4,-12.6,43,0.094,0.198,0.201,0.485,0.05,300227
400228,6.8,1.8,1.5,-7.6,17,0.057,0.086,0.27,0.496,0.188,300228
400229,12.5,2.4,1.8,1.5,56,0.019,0.069,0.196,0.552,0.10300000000000001,300229
400230,1.5,0.5,0.8,3.8,38,0.032,0.057999999999999996,0.11599999999999999,0.625,0.191,300230
400231,5.2,2.8,1.3,1.4,57,0.061,0.134,0.16899999999999998,0.485,0.121,300231
400232,5.8,6.4,0.7,-4.6,62,0.126,0.205,0.127,0.529,0.049,300232
400233,4.0,0.8,1.7,-0.3,10,0.033,0.054000000000000006,0.19899999999999998,0.483,0.25,300233
400234,20.2,6.5,5.7,13.5,82,0.059000000000000004,0.133,0.245,0.5539999999999999,0.237,300234
400235,3.8,2.4,0.6,1.3,69,0.08800000000000001,0.166,0.177,0.547,0.098,300235
400236,3.3,1.1,1.9,-3.5,21,0.017,0.063,0.122,0.451,0.185,300236
400237,5.9,2.8,0.8,2.5,65,0.065,0.139,0.193,0.534,0.07400000000000001,300237
400238,1.7,0.4,0.8,-0.7,43,0.008,0.075,0.204,0.37799999999999995,0.214,300238
400239,26.2,12.5,3.1,6.9,51,0.11900000000000001,0.26,0.314,0.556,0.159,300239
400240,18.7,6.9,2.2,-12.3,80,0.08900000000000001,0.142,0.275,0.518,0.12,300240
400241,6.5,3.1,0.5,-9.3,60,0.08900000000000001,0.126,0.255,0.423,0.054000000000000006,300241
400242,13.2,8.4,0.7,-5.9,73,0.102,0.19699999999999998,0.22399999999999998,0.478,0.042,300242
400243,18.7,10.0,1.9,8.9,81,0.122,0.23,0.262,0.583,0.098,300243
400244,1.5,1.5,0.2,3.0,33,0.14400000000000002,0.182,0.18100000000000002,0.419,0.071,300244
400245,1.3,1.0,0.0,6.8,16,0.16,0.222,0.191,0.48,0.0,300245
400246,14.9,4.9,3.2,-5.7,39,0.040999999999999995,0.126,0.22,0.529,0.161,300246
400247,9.7,2.4,5.4,-3.0,79,0.03,0.069,0.168,0.557,0.289,300247
400248,6.6,4.7,0.6,-13.6,82,0.08800000000000001,0.155,0.154,0.518,0.042,300248
400249,6.3,2.5,2.5,14.0,76,0.03,0.091,0.127,0.5429999999999999,0.152,300249
400250,1.7,0.3,0.7,-0.9,23,0.008,0.037000000000000005,0.17600000000000002,0.44799999999999995,0.205,300250
400251,4.7,1.5,1.8,10.4,72,0.037000000000000005,0.079,0.17800000000000002,0.461,0.17800000000000002,300251
400252,3.9,1.5,2.4,0.3,64,0.042,0.071,0.16899999999999998,0.48700000000000004,0.248,300252
400253,15.1,6.8,1.2,7.8,62,0.079,0.18100000000000002,0.218,0.588,0.067,300253
400254,13.4,4.0,2.6,-2.0,82,0.046,0.109,0.21100000000000002,0.541,0.133,300254
400255,3.1,2.9,0.3,-8.0,57,0.11699999999999999,0.187,0.166,0.442,0.043,300255
400256,1.5,0.4,0.9,7.7,39,0.019,0.054000000000000006,0.154,0.45399999999999996,0.26899999999999996,300256
400257,2.1,1.4,0.6,4.2,19,0.10300000000000001,0.13,0.13699999999999998,0.597,0.174,300257
400258,21.6,3.5,3.4,0.9,81,0.021,0.092,0.25,0.603,0.17,300258
400259,7.8,3.7,0.8,1.5,26,0.10800000000000001,0.163,0.228,0.5579999999999999,0.092,300259
400260,5.8,2.4,0.8,-12.8,13,0.026000000000000002,0.142,0.196,0.46799999999999997,0.09300000000000001,300260
400261,17.3,9.5,1.2,-1.7,74,0.122,0.19699999999999998,0.23800000000000002,0.5670000000000001,0.064,300261
400262,13.8,2.8,2.8,2.7,65,0.016,0.099,0.223,0.551,0.159,300262
400263,2.9,1.5,0.1,-6.8,26,0.079,0.136,0.21100000000000002,0.425,0.027000000000000003,300263
400264,15.4,5.2,3.8,-6.9,76,0.047,0.134,0.20199999999999999,0.551,0.175,300264
400265,2.5,2.4,0.3,-0.1,22,0.091,0.192,0.16399999999999998,0.44,0.049,300265
400266,11.0,2.0,1.3,-1.6,60,0.035,0.078,0.231,0.583,0.111,300266
400267,17.1,6.9,1.3,1.4,52,0.085,0.201,0.289,0.535,0.083,300267
400268,7.8,4.4,2.0,2.7,54,0.055999999999999994,0.14300000000000002,0.149,0.529,0.11900000000000001,300268
400269,14.3,2.7,8.4,-8.3,54,0.016,0.078,0.244,0.48200000000000004,0.435,300269
400270,3.7,2.1,0.5,14.9,43,0.114,0.13,0.201,0.514,0.08199999999999999,300270
400271,1.5,1.0,0.0,-14.5,6,0.107,0.14300000000000002,0.14300000000000002,0.541,0.0,300271
400272,17.2,4.1,8.9,1.7,82,0.038,0.09300000000000001,0.237,0.5329999999999999,0.366,300272
400273,13.2,5.1,2.7,-3.5,81,0.063,0.132,0.223,0.53,0.152,300273
